timestamp,step,episode,base_pos_x,base_pos_y,base_pos_z,base_vel_x,base_vel_y,base_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,ee1_pos_x,ee1_pos_y,ee1_pos_z,ee2_pos_x,ee2_pos_y,ee2_pos_z,ee3_pos_x,ee3_pos_y,ee3_pos_z,ee4_pos_x,ee4_pos_y,ee4_pos_z,target_x,target_y,target_z,distance_to_target,ee_target_distances,tendon_force_index,tendon_force_middle,tendon_force_ring,tendon_force_thumb,control_linear_x,control_linear_y,control_linear_z,control_angular_x,control_angular_y,control_angular_z,tactile_deformation_spans,tactile_contact_detected,reward,distance_reward,tendon_efficiency_reward,success,memory_used_gb,cpu_percent
1758019324.1988926,1,0,-0.01259407151032565,-0.012378665900524393,0.1023383668684276,-1.5145777045301698,-1.483317415360972,1.9397342870134806,-0.00883411845920179,-61.8818812308638,-26.309983603255773,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3958014174524918,0,0.7439756,0.74038017,0.75806546,0.88527334,-1.0,-1.0,0.09317241,0.7466496,-1.0,0.4959809,0.0,0,0.20289535164279138,0.13820639609736599,0.11481343567371369,False,6.75678208,0.0
1758019324.4076438,2,"{'r': 0.3144380942149405, 'l': 2, 't': 1758019324.2007809}",0.10367432813602087,-0.030397129251464088,-0.1934028670608988,13.952207957561583,-2.162215602112763,-35.48894807151917,-100.0,-97.27402553828492,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.5909661601298497,0,1.0,1.0,0.0,1.0,-1.0,0.6329747,-1.0,0.76787233,-0.95755047,0.47947183,0.0,0,0.1115427425721491,0.05208747299703009,0.11624999999999999,False,6.757900288,0.0
1758019324.5093794,3,1,-0.005018579488619351,-0.005512903791284598,0.09285793419433049,-0.605518661925414,-0.6594259622521965,0.8020823661218277,0.1124960472526162,-24.451991757212223,-23.122761871275955,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.39413294855517705,0,0.0,0.13368493,1.0,0.0,-0.5916752,0.55045927,-0.76203877,-0.19689703,-1.0,1.0,0.0,0,0.2197405495651194,0.13936418408231221,0.1372460451722145,False,6.758858752,0.0
1758019324.611074,4,1,-0.04222275843446883,0.0008079180848560045,0.0978502333268641,-4.4645014735019375,0.7584986251368724,0.5990758959040337,-10.21988097411986,-51.375457015464974,-12.622640239247062,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.41380179154583396,0,0.22993696,0.0,1.0,0.0,-1.0,0.055262577,-1.0,1.0,1.0,-1.0,0.0,0,0.19290359142255362,0.1263108991367775,0.1361632092297077,False,6.760280064,0.0
1758019324.8197415,5,1,0.026209077673458626,0.047968993584439165,-0.09623053971569928,8.211820332951294,5.65932905994998,-23.289692765107606,75.40700309869469,-84.0642605515971,-73.76736231475512,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.5095236969571686,0,0.0,0.3275945,0.7784989,0.99574685,0.76407117,0.10726721,-1.0,0.14009136,1.0,-0.9990132,0.0,0,0.14096190495388622,0.07826784027712459,0.12635429710149765,False,6.717952,50.0
1758019324.9218805,6,"{'r': 0.5536060459415593, 'l': 3, 't': 1758019324.6120725}",-0.0051649397357917065,-0.0070126950847020225,0.09349887908353774,-0.6230818915860966,-0.8394009174622874,0.8789957528266981,0.09490226031273785,-26.844346247217576,-27.8053655970554,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3944045612306397,0,0.14086434,0.37232795,0.3362842,0.49033266,0.26070288,-0.99174505,-1.0,-1.0,0.84656686,-1.0,0.0,0,0.22182928101973337,0.1391750471468429,0.13492714673280715,False,6.7186688,0.0
1758019325.0235798,7,2,-0.030535249230534797,-0.006770117455642308,0.09921736163725714,-3.044437139369171,0.029109315487165777,0.6862179064463287,-15.767050056234087,-68.97118668623428,-74.50516925898063,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4076381084884881,0,0.7800131,0.0,1.0,0.40486008,0.30732632,0.86513215,-1.0,0.9886513,-0.16440386,0.41083494,0.0,0,0.17573146578628449,0.1302642053063574,0.1254201775789261,False,6.717865984,0.0
1758019325.2384968,8,2,0.1327143400077702,-0.09518455734077812,-0.015059010260029676,19.5899507085966,-10.609732786216297,-13.713164627674418,-94.61525845708749,59.46675108239887,-81.67183465754809,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.45512577840662755,0,0.44203994,0.65012443,0.665324,0.96819514,-0.19690576,-0.48572773,-0.016199915,-0.19040032,0.13570881,-0.67382115,0.0,0,0.15789453726071206,0.10273228060263483,0.11933606117963791,False,6.719008768,0.0
1758019325.3402855,9,2,-0.004986370476065964,-0.0064115378779364615,0.0954158651251524,-0.6016535804190075,-0.7672620526504201,1.109034077820458,0.009342604580668379,-34.35839132686518,-20.658896109581505,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.39280491346197965,0,0.29106784,0.54693896,0.0,0.76013374,0.27167404,-1.0,0.12931803,0.23163049,1.0,-0.53425235,0.0,0,0.22896207450780062,0.14029266594800147,0.13202091962099075,False,6.719750144,0.0
1758019325.441867,10,"{'r': 0.55545528406673, 'l': 3, 't': 1758019325.0247343}",0.08695224383997309,-0.022521766983986564,0.09383004955430702,11.032633717924687,-1.9332274927260125,-0.19029786850144603,19.49546822943273,100.0,1.0747077401709078,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.34924400407658446,0,0.37072295,0.0018914342,0.6959902,0.0,1.0,-0.69693,-0.30793643,0.50953776,-0.11459589,-0.2265778,0.0,0,0.25426727989597886,0.17443204844279853,0.1379781983792782,False,6.723817472,0.0
