timestamp,step,episode,base_pos_x,base_pos_y,base_pos_z,base_vel_x,base_vel_y,base_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,ee1_pos_x,ee1_pos_y,ee1_pos_z,ee2_pos_x,ee2_pos_y,ee2_pos_z,ee3_pos_x,ee3_pos_y,ee3_pos_z,ee4_pos_x,ee4_pos_y,ee4_pos_z,target_x,target_y,target_z,distance_to_target,ee_target_distances,tendon_force_index,tendon_force_middle,tendon_force_ring,tendon_force_thumb,control_linear_x,control_linear_y,control_linear_z,control_angular_x,control_angular_y,control_angular_z,tactile_deformation_spans,tactile_contact_detected,reward,distance_reward,tendon_efficiency_reward,success
1759212570.7805445,1,0,-0.00436807900377851,-0.004403639424318394,0.10010147014418223,-1.0410943634991079,-0.9489948866601816,1.3367461143677062,0.007618892962087287,-44.6901561474557,-22.116727114859813,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.38857802139035924,0,0.4656436,1.0,0.83540523,0.0,-0.7693497,-1.0,-1.0,-0.76296484,-0.5054262,0.63188297,0.0,0,0.04807514280844441,0.04466236085463279,0.1424737811088562,False
1759212570.7817633,2,0,-0.005335575378887039,-0.002951515303163371,0.09692534721492317,-0.23219913002604697,0.3485097890772054,-0.7622695030221752,-11.499821368540216,-61.855970656637595,-60.0530101022153,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3906881134228277,0,0.0,0.0,0.38537043,0.0,0.17524272,-1.0,1.0,-0.30784538,-0.9918177,0.12000032,0.0,0,0.053747778986911604,0.04391475514076217,0.1903657391667366,False
1759212570.7826765,3,0,-0.006116367330050207,-0.020357014138635356,0.10474512368504252,-0.18739006827916027,-4.177319720513276,1.8767463528286426,25.506894329391613,-58.09074588392138,-32.842527931333365,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3934044486744367,0,0.6031189,0.9991361,1.0,0.0,1.0,-0.769699,-0.0035556487,0.59137714,1.0,-1.0,0.0,0,-0.03003224243130792,0.04297075162920847,0.13494362831115722,False
1759212570.783403,4,0,0.052929617252867746,0.01041489022405677,0.0814933802425439,14.171036299900308,7.38525704704611,-5.5804184261996665,-52.879706499696425,-5.162555127292116,-44.31943349916592,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3611323074453993,0,0.59884506,0.08176771,0.98606443,0.5378052,0.94172895,-0.28736776,-0.2512735,-0.051522188,-0.480074,-0.29803592,0.0,0,0.05223281040593386,0.055628564504826054,0.1448879361152649,False
1759212570.784292,5,0,0.04099157233889693,0.0042878641805032605,0.08800475305953734,-2.8651307793529956,-1.4704862504528422,1.562729476078425,12.492356573551007,-42.27837474385899,-2.5348930467962134,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3654559601071516,0,0.48906267,0.4836654,0.4756494,0.0437589,-0.6318084,0.49376154,1.0,-0.40808493,0.4988601,-0.18329632,0.0,0,0.061770087124318473,0.05373731279513299,0.16269659101963044,False
1759212570.7851858,6,0,0.004615895833637161,-0.0022146284921414445,0.11736563355860398,-8.730162361262344,-1.5605982414347292,7.046611319775993,32.21812586931347,75.01586105259256,-97.42587143837251,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.37081181231740545,0,0.0,0.0,0.5783973,0.5078827,-1.0,-0.13600102,0.10188638,0.26091233,-1.0,-0.4408113,0.0,0,0.08099801554959357,0.051483469751291866,0.17284300029277802,False
1759212570.7860186,7,0,0.015093836895707237,-0.028056656445057296,0.07268608198909765,2.5147058548968184,-6.202086708699804,-10.72309237668152,40.874263276140546,-81.50338923372877,-53.672684135119155,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4047074097311924,0,0.2658277,0.3073058,0.5669963,0.0,-0.9715433,-0.47906864,0.7283871,-0.041367818,-0.36640245,0.72430354,0.0,0,0.09966124692142332,0.03925567426860655,0.17149675488471985,False
1759212570.7871044,8,0,-0.012386117935760343,-0.020201959628325963,0.09098547204664875,-6.595189159552219,1.88512723601552,4.3918536138122635,-100.0,-93.55836993190654,-91.15020414635899,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4060833752292975,0,0.4239797,0.49699372,0.0,0.98815954,0.50039345,1.0,-0.777241,-0.39689875,-1.0,1.0,0.0,0,-0.0026484558258590696,0.038825928243583704,0.15227167606353761,False
1759212570.7880557,9,0,0.05999655187923224,-0.07301495144596337,0.10673779270915512,17.37184075559822,-12.675118036232979,3.7805569590015295,30.622030528886313,-18.197058642687082,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3808063554646123,0,0.0,0.0,1.0,0.0,-0.4952106,0.7696001,1.0,-1.0,0.3664049,-0.26353198,0.0,0,-0.0003347850095589133,0.04752730724698708,0.17500000000000002,False
1759212570.7889943,10,0,0.04326629928261879,-0.11164170048212367,0.12091131941197293,-4.015260623187228,-9.270419768678472,3.401646408676274,26.028784707762455,-42.04299273331363,-67.32510689018139,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.40456992722772184,0,0.20021522,1.0,0.34088743,1.0,0.9197164,-0.64973176,-1.0,-1.0,-0.78458726,-0.41644284,0.0,0,-0.05889370359411658,0.03929887376794396,0.1364724338054657,False
