time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/learning_rate,train/entropy_loss,train/loss,train/approx_kl,train/std,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/n_updates
42,86016,178,482,0.0003,-14.695698133111,8193.537109375,0.018463923,1.0527464151382446,0.194482421875,15847.431683349609,-0.0323983944603242,0.2,3.4570693969726562e-06,410
43,88064,182,482,0.0003,-14.717900308966637,10919.0859375,0.01711606,1.0557914972305298,0.175830078125,23000.29901123047,-0.035642672126414254,0.2,-3.0994415283203125e-06,420
44,90112,186,482,0.0003,-14.731094777584076,2865.814697265625,0.02108566,1.0565690994262695,0.231640625,8965.366250610352,-0.03337923954532016,0.2,1.7285346984863281e-06,430
45,92160,190,482,0.0003,-14.713256725668908,8824.384765625,0.018227236,1.052717924118042,0.19580078125,18818.49135437012,-0.03261031614674721,0.2,-2.1457672119140625e-06,440
46,94208,195,482,0.0003,-14.71397449374199,3079.528076171875,0.025507897,1.0546139478683472,0.26357421875,7509.93974609375,-0.040714610970462674,0.2,-1.7881393432617188e-06,450
47,96256,199,482,0.0003,-14.72777734696865,9512.56640625,0.019681942,1.0573322772979736,0.2064453125,15101.77036743164,-0.031200877160881647,0.2,-1.1920928955078125e-07,460
48,98304,203,483,0.0003,-14.731678363680839,6706.97119140625,0.019543892,1.0569781064987183,0.21611328125,12165.332276916504,-0.03607193663774524,0.2,3.2782554626464844e-06,470
49,100352,207,483,0.0003,-14.748729410767556,6738.4169921875,0.019234233,1.0589693784713745,0.216650390625,14025.150006103515,-0.036754061162355356,0.2,4.76837158203125e-07,480
50,102400,211,483,0.0003,-14.774055588245393,5953.48291015625,0.018230667,1.0630382299423218,0.210205078125,14855.125997924804,-0.039460013608913866,0.2,-0.00015783309936523438,490
51,104448,215,483,0.0003,-14.81723310649395,9284.5166015625,0.01797979,1.067991018295288,0.18388671875,21128.955923461916,-0.03441030130779836,0.2,-9.5367431640625e-07,500
52,106496,219,484,0.0003,-14.850582677125931,6241.57861328125,0.02321124,1.069830298423767,0.22392578125,11659.478108215331,-0.038203512917971236,0.2,6.556510925292969e-07,510
53,108544,224,484,0.0003,-14.872494280338287,5269.80419921875,0.020385552,1.0717380046844482,0.210107421875,11104.465029907227,-0.03475663689605426,0.2,-1.7881393432617188e-06,520
54,110592,228,484,0.0003,-14.883940950036049,6527.60693359375,0.02072421,1.0741848945617676,0.21494140625,18588.812615966795,-0.032082464027917014,0.2,-4.172325134277344e-06,530
55,112640,232,483,0.0003,-14.909657859802246,3774.572265625,0.022113185,1.0754708051681519,0.243994140625,9398.381494140625,-0.03916062347270781,0.2,2.6226043701171875e-06,540
56,114688,237,483,0.0003,-14.965381392836571,1648.62841796875,0.02817441,1.0849918127059937,0.29345703125,5025.841553497315,-0.03372818405041471,0.2,9.5367431640625e-07,550
57,116736,241,482,0.0003,-15.030376273393632,2215.04443359375,0.027549995,1.0909165143966675,0.26572265625,5265.547140502929,-0.03413743668352254,0.2,-1.0728836059570312e-06,560
58,118784,246,482,0.0003,-15.071911883354186,5482.01953125,0.018968115,1.0943692922592163,0.211669921875,10438.39249420166,-0.034932420263066886,0.2,-1.9073486328125e-06,570
59,120832,250,482,0.0003,-15.095945456624031,7652.70263671875,0.018032907,1.0973598957061768,0.18671875,13895.011053466797,-0.03079066131322179,0.2,4.351139068603516e-06,580
60,122880,254,482,0.0003,-15.08925440311432,6657.255859375,0.01973776,1.0944212675094604,0.205126953125,12105.84783630371,-0.040034510265104475,0.2,-4.76837158203125e-07,590
61,124928,258,482,0.0003,-15.069304192066193,12135.642578125,0.017629787,1.0918501615524292,0.16787109375,24785.549798583983,-0.033074363323976286,0.2,3.5762786865234375e-07,600
62,126976,263,482,0.0003,-15.066385871171951,3466.885498046875,0.02287974,1.0926647186279297,0.26015625,7025.804560852051,-0.03312621957738884,0.2,0.0,610
63,129024,267,481,0.0003,-15.089377671480179,11369.6513671875,0.015574548,1.0974315404891968,0.14970703125,21588.01252746582,-0.030666380509501323,0.2,-0.0257108211517334,620
64,131072,272,481,0.0003,-15.123193511366845,5809.38623046875,0.020855993,1.099395990371704,0.22841796875,11722.964881896973,-0.03687746047507971,0.2,3.5762786865234375e-07,630
65,133120,276,481,0.0003,-15.147089618444443,9854.330078125,0.015530843,1.103553056716919,0.170947265625,21766.1383392334,-0.03577041136741173,0.2,-0.000510096549987793,640
66,135168,280,481,0.0003,-15.183000496029853,5560.30029296875,0.021349594,1.1066392660140991,0.22412109375,10681.706257629394,-0.03817675069731195,0.2,0.0007644891738891602,650
67,137216,284,481,0.0003,-15.196193099021912,3741.07470703125,0.02233275,1.1077076196670532,0.240283203125,9615.519924926757,-0.035731631601811385,0.2,-8.845329284667969e-05,660
68,139264,289,481,0.0003,-15.20414842069149,5789.037109375,0.02086195,1.1079562902450562,0.221484375,10625.61538696289,-0.03442860425275285,0.2,5.662441253662109e-06,670
69,141312,293,481,0.0003,-15.225438585877418,5325.69189453125,0.025168773,1.1108537912368774,0.248486328125,8989.488719177247,-0.03578404093277641,0.2,3.5762786865234375e-07,680
70,143360,297,481,0.0003,-15.255800437927245,13450.0537109375,0.0153948795,1.1154621839523315,0.146533203125,28492.186260986327,-0.032564645636011844,0.2,8.940696716308594e-07,690
71,145408,301,481,0.0003,-15.337117138504983,4991.466796875,0.025795367,1.1255422830581665,0.2740234375,9883.518087768554,-0.04013128070218954,0.2,1.6093254089355469e-06,700
72,147456,305,482,0.0003,-15.364121589064599,6056.71484375,0.023071967,1.125377893447876,0.22802734375,16599.082412719727,-0.03750005226756912,0.2,-1.9073486328125e-06,710
73,149504,310,481,0.0003,-15.383275440335273,9171.166015625,0.019996746,1.129258394241333,0.209814453125,15691.84658203125,-0.03263206030242145,0.2,-5.960464477539062e-07,720
74,151552,314,482,0.0003,-15.569551587104797,2378.17041015625,0.12519817,1.1546550989151,0.639013671875,4775.81653137207,0.008762573607964442,0.2,1.1920928955078125e-07,730
75,153600,318,481,0.0003,-15.62172311246395,2468.787353515625,0.018209279,1.1552298069000244,0.169873046875,5415.883035278321,-0.026568096003029496,0.2,0.0029503703117370605,740
76,155648,323,481,0.0003,-15.63602696955204,4483.14990234375,0.016345933,1.1578088998794556,0.168212890625,7261.283124542237,-0.028111927502322942,0.2,0.001009225845336914,750
77,157696,327,481,0.0003,-15.654836609959602,7915.8583984375,0.011640568,1.1597641706466675,0.112451171875,12431.381156921387,-0.025528651510830967,0.2,-1.3113021850585938e-05,760
78,159744,331,481,0.0003,-15.673333781957627,3571.247802734375,0.016258355,1.1623090505599976,0.156884765625,7039.485491943359,-0.02878468417329714,0.2,-0.0004426240921020508,770
79,161792,335,481,0.0003,-15.693111070990563,5380.02978515625,0.012146136,1.1645700931549072,0.103564453125,14776.362213134766,-0.026868942100554703,0.2,2.5033950805664062e-06,780
80,163840,339,481,0.0003,-15.709486249089242,3415.834716796875,0.041089576,1.1660324335098267,0.248193359375,6957.050212097168,-0.02865112365107052,0.2,5.960464477539063e-08,790
81,165888,344,481,0.0003,-15.719480320811272,4785.501953125,0.012621816,1.1665534973144531,0.11650390625,13234.46157836914,-0.021571120247244835,0.2,-2.5272369384765625e-05,800
82,167936,348,481,0.0003,-15.770149526000022,3579.0078125,0.022659425,1.176190733909607,0.1888671875,8494.728820800781,-0.02703454498841893,0.2,4.172325134277344e-06,810
83,169984,352,481,0.0003,-15.799688869714737,5141.46728515625,0.019320268,1.174855351448059,0.224951171875,9618.266194152831,-0.039049186889315024,0.2,0.0,820
84,172032,357,481,0.0003,-15.804718843102455,4731.59521484375,0.016572269,1.1766576766967773,0.171923828125,12550.40803527832,-0.029678539832821114,0.2,1.9371509552001953e-05,830
85,174080,361,481,0.0003,-15.817137587070466,17775.9296875,0.011778934,1.1786059141159058,0.1126953125,32318.08670654297,-0.023628547697444446,0.2,8.344650268554688e-07,840
86,176128,366,481,0.0003,-15.859081822633744,6613.3193359375,0.019555517,1.1857267618179321,0.209228515625,12279.625648498535,-0.04013475605461281,0.2,-5.4836273193359375e-06,850
87,178176,370,481,0.0003,-15.893705478310585,11199.5849609375,0.013969523,1.1879138946533203,0.1423828125,20240.679235839845,-0.03201356179779395,0.2,-3.5762786865234375e-07,860
88,180224,374,480,0.0003,-15.908516204357147,12689.9345703125,0.016223129,1.1887762546539307,0.15341796875,22067.450451660156,-0.03433009150903672,0.2,7.748603820800781e-06,870
89,182272,378,481,0.0003,-15.928148072957992,3375.25146484375,0.023525292,1.1926357746124268,0.224365234375,11622.822911071777,-0.037581935232446996,0.2,7.62939453125e-06,880
90,184320,383,481,0.0003,-16.015784603357314,7135.46533203125,0.039328814,1.2059015035629272,0.37578125,8275.59564743042,-0.01961517373856623,0.2,1.7404556274414062e-05,890
91,186368,387,481,0.0003,-16.060244262218475,5256.8271484375,0.016302533,1.207495927810669,0.16044921875,15640.506857299804,-0.03077111028978834,0.2,0.0022724270820617676,900
92,188416,391,481,0.0003,-16.07207697033882,6407.65673828125,0.018288203,1.2089632749557495,0.169580078125,14241.295350646973,-0.027922566418419593,0.2,3.4570693969726562e-06,910
93,190464,396,480,0.0003,-16.077635568380355,5618.96875,0.017036285,1.2086862325668335,0.16767578125,8542.917467498779,-0.025479749476653525,0.2,-0.015372395515441895,920
94,192512,400,480,0.0003,-16.09929829239845,4438.63916015625,0.013611213,1.2134984731674194,0.131103515625,12756.582223510743,-0.028409412439214066,0.2,-7.081031799316406e-05,930
95,194560,404,480,0.0003,-16.13893304467201,6298.80419921875,0.010111586,1.2178696393966675,0.091162109375,14429.398822021485,-0.01936980164027773,0.2,-0.002727985382080078,940
96,196608,408,480,0.0003,-16.152550989389418,6114.1787109375,0.009428431,1.2180320024490356,0.097607421875,8849.09267578125,-0.017610865630558692,0.2,-0.08356475830078125,950
97,198656,413,480,0.0003,-16.154834067821504,3510.369140625,0.0090864785,1.21897554397583,0.049609375,9646.996215820312,-0.012768032611347735,0.2,-0.04862093925476074,960
98,200704,417,480,0.0003,-16.163216936588288,7182.6474609375,0.009805195,1.2195217609405518,0.08779296875,8267.139862060547,-0.021867652705986985,0.2,0.0035126209259033203,970
99,202752,421,480,0.0003,-16.165979272127153,3311.18896484375,0.0011680523,1.2197498083114624,0.0037109375,5407.022573852539,-0.005852482706541195,0.2,0.03696095943450928,980
100,204800,425,480,0.0003,-16.164161878824235,2509.691162109375,0.015206035,1.2190557718276978,0.152734375,7441.489066314697,-0.017290787742240354,0.2,-0.1972978115081787,990
101,206848,430,480,0.0003,-16.162446188926697,4538.1474609375,0.0033615737,1.219461441040039,0.01259765625,8551.206642150879,-0.009518242474587168,0.2,0.005581915378570557,1000
102,208896,434,480,0.0003,-16.170341032743455,6515.4248046875,0.007588374,1.220871925354004,0.04619140625,9593.277214813232,-0.016264818077615928,0.2,-0.004752516746520996,1010
103,210944,438,480,0.0003,-16.177562814950942,493.1656494140625,0.0019594356,1.2212127447128296,0.006689453125,4412.717471313476,-0.007239158588345162,0.2,0.08927798271179199,1020
104,212992,442,480,0.0003,-16.208969593048096,2627.17333984375,0.017808676,1.2265141010284424,0.18984375,7551.858528137207,-0.01871643767517526,0.2,-0.018457889556884766,1030
105,215040,447,480,0.0003,-16.222797691822052,1670.8065185546875,0.0039337957,1.2266470193862915,0.014208984375,6611.20790977478,-0.0067042619499261494,0.2,-0.016633152961730957,1040
106,217088,451,480,0.0003,-16.226163864135742,3295.14013671875,0.02513084,1.2267383337020874,0.218408203125,8568.574853515625,-0.019704831505077892,0.2,0.010523736476898193,1050
107,219136,455,480,0.0003,-16.285422378778456,4204.482421875,0.054688774,1.2370283603668213,0.403076171875,6814.808341217041,-0.015416910356725566,0.2,0.0009261965751647949,1060
108,221184,459,480,0.0003,-16.33642108440399,1238.0167236328125,0.023778167,1.2419319152832031,0.24140625,6900.329413604736,-0.02407275956356898,0.2,0.0025044679641723633,1070
109,223232,464,480,0.0003,-16.34383342266083,4940.46435546875,0.018594576,1.2421507835388184,0.214697265625,14190.539111328126,-0.030835267424117775,0.2,-0.0038574934005737305,1080
110,225280,468,480,0.0003,-16.346386206150054,4572.78271484375,0.005313501,1.2425851821899414,0.0275390625,7828.529425811767,-0.016718330574803986,0.2,-0.012623786926269531,1090
111,227328,472,480,0.0003,-16.35145942568779,3848.703125,0.005673601,1.2434377670288086,0.03466796875,9362.948356628418,-0.013755789563583675,0.2,0.02557051181793213,1100
112,229376,477,480,0.0003,-16.36091005206108,4423.5556640625,0.0125844,1.2444027662277222,0.146728515625,7639.796436309814,-0.017272188107017427,0.2,-0.016678214073181152,1110
113,231424,481,480,0.0003,-16.364987945556642,1621.258056640625,0.007433536,1.245356559753418,0.046240234375,7375.533192825317,-0.018615145422518253,0.2,-0.0037728548049926758,1120
114,233472,485,480,0.0003,-16.374251186847687,2303.62939453125,0.0027252166,1.246212363243103,0.011083984375,6777.842449569702,-0.010394411013112403,0.2,0.03448212146759033,1130
115,235520,489,480,0.0003,-16.38174061179161,574.063720703125,0.003601527,1.2472412586212158,0.01181640625,6010.969330406189,-0.010492034061462619,0.2,-0.054966092109680176,1140
116,237568,493,481,0.0003,-16.386202144622803,4918.5703125,0.003012794,1.247408390045166,0.012060546875,9995.95396118164,-0.008454831560084131,0.2,0.011928856372833252,1150
117,239616,498,481,0.0003,-16.4268738925457,5321.177734375,0.03123489,1.254249930381775,0.23134765625,7333.46503868103,-0.02004145820537815,0.2,-0.021571993827819824,1160
118,241664,502,481,0.0003,-16.443677532672883,3060.29345703125,0.00891309,1.254315972328186,0.058251953125,9607.995634460449,-0.019270858615345787,0.2,0.0016217231750488281,1170
119,243712,506,481,0.0003,-16.444543606042863,1948.2744140625,0.0019418037,1.2544856071472168,0.00634765625,8873.70970993042,-0.007162980083376169,0.2,0.016033589839935303,1180
120,245760,510,481,0.0003,-16.448451125621794,2013.1663818359375,0.0057163103,1.2551476955413818,0.031494140625,6290.016754722596,-0.011507084639742971,0.2,-0.16986620426177979,1190
121,247808,514,481,0.0003,-16.463767552375792,809.4242553710938,0.012436779,1.2584949731826782,0.0896484375,7452.582710647583,-0.01986990007571876,0.2,-0.0483783483505249,1200
122,249856,518,481,0.0003,-16.486731779575347,3775.41650390625,0.009262645,1.260077714920044,0.082763671875,8162.7845832824705,-0.017302991589531302,0.2,-0.003807544708251953,1210
123,251904,523,481,0.0003,-16.49331354498863,5983.83544921875,0.0038589905,1.2606613636016846,0.018896484375,9280.490826416015,-0.011484099813969806,0.2,0.060179173946380615,1220
124,253952,527,481,0.0003,-16.50106551647186,3939.846435546875,0.0076323603,1.2625783681869507,0.039892578125,6944.329635620117,-0.013908127998001873,0.2,-0.1537022590637207,1230
125,256000,531,481,0.0003,-16.514988219738008,3828.155517578125,0.009775173,1.2637797594070435,0.066015625,10867.697009277344,-0.019044869518256746,0.2,0.018186569213867188,1240
126,258048,536,481,0.0003,-16.51601223349571,4008.975341796875,0.014434237,1.2628775835037231,0.1181640625,8114.097941589355,-0.020197708123305347,0.2,-0.08234953880310059,1250
127,260096,540,481,0.0003,-16.515976214408873,3556.138427734375,0.0020973887,1.263738989830017,0.00703125,5843.415277481079,-0.008482997308601626,0.2,0.05957132577896118,1260
128,262144,544,481,0.0003,-16.527188408374787,6356.85302734375,0.005039524,1.2658367156982422,0.025830078125,7330.852611541748,-0.013348616153234617,0.2,-0.06365406513214111,1270
129,264192,548,481,0.0003,-16.55863708257675,3681.748291015625,0.017234508,1.271295189857483,0.173779296875,6960.9321376800535,-0.021956365375081076,0.2,-0.08304023742675781,1280
130,266240,552,481,0.0003,-16.594503504037856,4598.86962890625,0.010493638,1.2740036249160767,0.1083984375,9100.994261932374,-0.02060085370321758,0.2,0.014175951480865479,1290
131,268288,556,481,0.0003,-16.607729965448378,706.9734497070312,0.009624819,1.2752243280410767,0.077099609375,5515.628581619263,-0.022060378940659577,0.2,-0.0686032772064209,1300
132,270336,561,481,0.0003,-16.612879198789596,3285.09375,0.0023858112,1.275935173034668,0.010986328125,5623.760823059082,-0.010087396354356315,0.2,0.044455647468566895,1310
133,272384,565,481,0.0003,-16.61842014789581,4869.2138671875,0.004862828,1.2767881155014038,0.0228515625,5944.391891479492,-0.01364035699807573,0.2,0.036543309688568115,1320
134,274432,569,481,0.0003,-16.627199935913087,5869.7333984375,0.002029614,1.2782493829727173,0.006787109375,5622.928846740722,-0.008996189100435004,0.2,0.008738517761230469,1330
135,276480,573,481,0.0003,-16.640490823984145,3976.2861328125,0.013562931,1.279510498046875,0.125439453125,9766.830207824707,-0.021761779426014982,0.2,-0.04088008403778076,1340
136,278528,578,481,0.0003,-16.642157316207886,7551.31689453125,0.0064861863,1.2792876958847046,0.03759765625,9232.226456451415,-0.015032211196376011,0.2,0.08880007266998291,1350
137,280576,582,481,0.0003,-16.645439040660857,3904.0283203125,0.0018158201,1.2801774740219116,0.00595703125,7371.233766555786,-0.00810829921392724,0.2,-0.056275010108947754,1360
138,282624,586,482,0.0003,-16.656417775154114,1721.5885009765625,0.007916743,1.281680941581726,0.053173828125,7088.3641006469725,-0.013322181908006315,0.2,0.06276029348373413,1370
139,284672,590,482,0.0003,-16.667652982473374,1718.467529296875,0.012619704,1.2833325862884521,0.09951171875,7367.774496841431,-0.019325475278310477,0.2,-0.08241128921508789,1380
140,286720,594,482,0.0003,-16.69084849357605,3239.1259765625,0.016750026,1.2867136001586914,0.1681640625,7773.598538589477,-0.01677450122369919,0.2,-0.003586292266845703,1390
141,288768,598,482,0.0003,-16.70192019343376,4615.6650390625,0.006869049,1.2867145538330078,0.049072265625,6702.2553062438965,-0.013928486478107516,0.2,0.02660977840423584,1400
142,290816,602,482,0.0003,-16.730167984962463,1999.7100830078125,0.018112902,1.2931493520736694,0.1416015625,6913.76427230835,-0.016325662113376892,0.2,0.026904761791229248,1410
143,292864,606,482,0.0003,-16.762488466501235,2644.263427734375,0.014483556,1.2951571941375732,0.132080078125,6337.571544647217,-0.02350802898290567,0.2,0.01724761724472046,1420
144,294912,611,482,0.0003,-16.766049289703368,3956.814453125,0.007221379,1.294613242149353,0.060107421875,10414.566622924805,-0.016834636012208647,0.2,0.04228317737579346,1430
145,296960,615,482,0.0003,-16.77702068090439,5188.828125,0.004696122,1.2977073192596436,0.038720703125,5964.420170593262,-0.01373218487133272,0.2,0.0377960205078125,1440
146,299008,619,482,0.0003,-16.795799368619917,9696.091796875,0.01158919,1.2998284101486206,0.0822265625,8091.99471282959,-0.014257811398420018,0.2,0.035490989685058594,1450
147,301056,623,482,0.0003,-16.804780733585357,5532.55029296875,0.0016919184,1.3002880811691284,0.007470703125,8291.269747161865,-0.006654724507825449,0.2,0.10312527418136597,1460
148,303104,627,482,0.0003,-16.82403607368469,9068.712890625,0.015318161,1.3037902116775513,0.12412109375,9159.3051322937,-0.024330309094511903,0.2,-0.03770327568054199,1470
149,305152,632,482,0.0003,-16.82555611729622,4772.7294921875,0.0092253825,1.3010592460632324,0.0591796875,8468.950361251831,-0.017576622142223643,0.2,-0.1784583330154419,1480
150,307200,636,482,0.0003,-16.84309747815132,4244.3310546875,0.02465146,1.306166648864746,0.265185546875,11965.794609069824,-0.023148525095894,0.2,-0.0009588003158569336,1490
151,309248,640,482,0.0003,-16.893882489204408,2469.02734375,0.018856589,1.3165150880813599,0.138330078125,7551.156925582885,-0.022864868317265065,0.2,-0.06434273719787598,1500
152,311296,644,482,0.0003,-16.95176241993904,6819.259765625,0.022343798,1.3198212385177612,0.25029296875,7195.960381603241,-0.027383899642154576,0.2,-0.0010901689529418945,1510
153,313344,648,482,0.0003,-16.952264386415482,3069.49072265625,0.009903868,1.3187007904052734,0.06513671875,9983.319102478028,-0.01833795892598573,0.2,-0.06311607360839844,1520
154,315392,653,482,0.0003,-16.959897649288177,4319.75537109375,0.0055960296,1.3210619688034058,0.039111328125,8048.5880710601805,-0.012719277112046257,0.2,0.13353288173675537,1530
155,317440,657,482,0.0003,-16.97052561044693,2325.382568359375,0.0040413016,1.3219727277755737,0.023193359375,7414.195355987549,-0.011236050256411546,0.2,0.13529938459396362,1540
156,319488,661,483,0.0003,-16.98312239050865,3404.6318359375,0.0064798156,1.324194312095642,0.04619140625,9244.06163406372,-0.01689833347918466,0.2,0.0599936842918396,1550
157,321536,665,483,0.0003,-16.995483422279356,1604.002197265625,0.009809875,1.3253380060195923,0.0705078125,6148.987532043457,-0.017561890630167908,0.2,0.058636486530303955,1560
158,323584,669,483,0.0003,-17.012009686231615,1355.2713623046875,0.009911824,1.3287938833236694,0.076611328125,8287.974977493286,-0.01910813954018522,0.2,0.04401755332946777,1570
