timestamp,step,episode,base_pos_x,base_pos_y,base_pos_z,base_vel_x,base_vel_y,base_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,ee1_pos_x,ee1_pos_y,ee1_pos_z,ee2_pos_x,ee2_pos_y,ee2_pos_z,ee3_pos_x,ee3_pos_y,ee3_pos_z,ee4_pos_x,ee4_pos_y,ee4_pos_z,target_x,target_y,target_z,distance_to_target,ee_target_distances,tendon_force_index,tendon_force_middle,tendon_force_ring,tendon_force_thumb,control_linear_x,control_linear_y,control_linear_z,control_angular_x,control_angular_y,control_angular_z,tactile_deformation_spans,tactile_contact_detected,reward,distance_reward,tendon_efficiency_reward,success,memory_used_gb,cpu_percent
1758018759.6497602,1,0,-0.006514782169646609,-0.00393339782352032,0.09318731521992027,-0.7850629836486849,-0.46988524612048305,0.8416080891926027,0.12093686276650217,-25.563048103683915,-25.201597321712654,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.39426904456346556,0,0.0,0.33315104,0.027488798,0.6151377,-0.26917288,0.62474537,1.0,0.015108277,-0.5682361,0.5500167,0.0,0,0.23438229132137534,0.13926938179574241,0.13902250304818153,False,5.790441472,0.0
1758018759.7518423,2,0,-0.05452861736054122,0.006740784033298938,0.09841332219530213,-5.761660222907354,1.2809018228183109,0.6271208370458243,-12.408922244190705,-46.744922944465266,-19.93190410036658,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.42018655166452157,0,1.0,0.50205606,0.57075214,0.5780786,-0.100246504,0.75676227,0.2915617,-0.35150552,-0.9676664,0.660289,0.0,0,0.18902997758650525,0.12234225925469143,0.12017752110958098,False,5.790134272,0.0
1758018759.9595165,3,"{'r': 0.5447222268398058, 'l': 3, 't': 1758018759.7529426}",0.19593104608552414,-0.03472710773687125,-0.273350513615304,30.05515961352784,-4.976147012420423,-44.611660297272735,57.361891073363005,-100.0,-60.89186162040394,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.652390541726885,0,0.47933185,0.32672697,0.28225163,0.27426517,0.69936985,1.0,0.7969263,0.5603358,-0.04120812,-0.4783532,0.0,0,0.12130995793192517,0.03831350980250967,0.13467102393507957,False,5.803462656,0.0
1758018760.06117,4,1,-0.0005285760988028778,-0.005157108598114265,0.0971814639992573,-0.06671825514743718,-0.6167305390717566,1.3209059427130458,0.05051157697272757,-41.421430210045514,-21.580120739981197,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3882724661061862,0,0.59160113,0.57802075,0.0,0.56321526,1.0,0.8571612,1.0,1.0,0.44726273,-1.0,0.0,0,0.21962689625958323,0.14350831079224474,0.13050558149814603,False,5.800558592,0.0
1758018760.1629825,5,1,-0.0011937827979299717,-0.0016143246851446189,0.09607867785272957,-0.07982480389525126,0.4251340695563576,-0.1323343375833268,-7.358742867514131,-39.57586908396901,-63.203342188764935,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3880222388047932,0,0.7040171,0.0,0.37564477,0.7871084,1.0,1.0,-0.87157106,-1.0,-0.5546324,-0.56214577,0.0,0,0.20189879935386454,0.1436879716456202,0.12899883449077607,False,5.800787968,0.0
1758018760.2646194,6,1,0.02326349550250905,-0.020438321947778178,0.09146687446667258,2.9348733960526827,-2.258879671516027,-0.5534164063268392,-10.595150492450244,-12.159205752315728,-37.62024314362661,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3837942691835646,0,0.2370382,1.0,0.021741211,1.0,-0.7425921,1.0,-0.17179821,-0.9914217,-0.08325077,-0.19696,0.0,0,0.20611588736793135,0.14675784757157895,0.12458873301744461,False,5.801017344,0.0
1758018760.4772043,7,1,0.028580353108187486,-0.04062220142701607,0.010336807393696773,0.6380229126814122,-2.422065537508548,-9.735608048757097,-100.0,-57.13269897318297,-58.89226621426687,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4480341149043044,0,0.53603923,0.69815123,0.0,1.0,-1.0,-0.3380413,0.06708361,1.0,-1.0,-0.117035806,0.0,0,0.17211024342208958,0.10644034681945895,0.12486535727977753,False,5.81982208,50.0
1758018760.5790105,8,"{'r': 0.7997518264034686, 'l': 4, 't': 1758018760.2657814}",-0.005540240902537484,-0.008837386342243724,0.09884272412045943,-0.6681180315955899,-1.0583638683672918,1.5202571572573014,0.038085504342410204,-48.069663487491205,-25.391559644481774,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.39193125321642025,0,0.9537767,0.6000775,1.0,0.22215518,0.757722,1.0,-0.60878426,0.48657426,1.0,1.0,0.0,0,0.20412887775956678,0.1409068470603137,0.11876989513635636,False,5.80816896,0.0
1758018760.6806874,9,2,-0.01927240259701113,0.055571911116038736,0.05897826440138485,-1.6478594033368377,7.729115694993895,-4.783735166288949,-91.2515317375919,-66.0459486135184,-65.9490724199818,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4075756878930273,0,1.0,0.90563375,0.98553175,0.9985541,-1.0,-0.9054501,-0.004017491,-0.9937706,-0.29456168,1.0,0.0,0,0.1574408720648814,0.1303048674977351,0.10624065577983856,False,5.808685056,0.0
1758018760.8900201,10,2,0.03542094051865186,-0.08472725894813166,-0.058071984020984575,6.563201173879559,-16.835900407700446,-14.046029810684331,-100.0,-100.0,9.358224193109383,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.5173623517458783,0,0.09834334,0.10617536,0.28281367,0.9592036,0.25112155,-0.8853836,-0.9236542,-0.73215777,0.579309,0.17719696,0.0,0,0.13686538642158658,0.07525960376372491,0.13372647061944007,False,5.828685824,0.0
1758018760.99177,11,2,-0.003944523192529075,-0.00920149800586969,0.0980953211364863,-0.4766319063945809,-1.1020572680024077,1.4305687991805256,0.08138553018548755,-44.91807668977521,-31.384415615484954,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.39152127025249067,0,0.7980776,0.7280446,0.12942702,0.8076731,0.5874479,0.02001593,-0.45415497,0.61142087,-1.0,0.13490511,0.0,0,0.2227239876079258,0.14119599035260047,0.12228874683380127,False,5.828943872,0.0
1758018761.093673,12,"{'r': 0.49843513624603475, 'l': 3, 't': 1758018760.6816876}",-0.028857509265229047,-0.023588305864118652,0.1081978886008706,-2.9895583287239966,-1.7264169429898755,1.212308095726116,14.879286856845212,-50.72104916524316,-8.149551135249325,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.40787580399364104,0,0.20849943,0.76912856,0.0,1.0,-0.24301307,0.47437423,0.37764555,-0.6508939,1.0,-0.7437754,0.0,0,0.19183616933381153,0.13010948118722038,0.12775168508291243,False,5.829009408,0.0
1758018761.1958961,13,3,-0.10312718267062176,-0.0075426733228757085,0.08099526405262358,-8.912360808647126,1.9254759049491532,-3.264314945789642,81.54510400960748,76.09394219875708,-26.199931624266036,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4710435744394851,0,0.0,1.0,0.67429745,0.53708225,-0.9229983,-0.8416851,0.94419885,0.77603996,-0.6326546,-1.0,0.0,0,0.15056176577384872,0.0948728341298859,0.12512197762727736,False,5.829496832,0.0
1758018761.2982435,14,3,-0.03225129675696832,0.03224530618253836,0.08010103194307455,8.505106309638414,4.774557540649688,-0.10730785314588331,-46.65935755825842,78.08944699714293,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4078938776142976,0,0.34738138,0.26007876,0.42535523,0.8669838,-1.0,0.23900776,-0.4888765,-0.51426524,-0.10807948,0.32734835,0.0,0,0.19189727909428533,0.13009772397143304,0.12862726002931593,False,5.82975488,0.0
1758018761.4003162,15,3,-0.04059028230656433,-0.016551912867167853,0.08634762040592352,-1.000678265951521,-5.8556662859647455,0.7495906155418766,61.53675733200942,-11.886823542716385,-9.55260737355863,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.42625676430567105,0,0.07828003,0.5977191,0.6743666,0.8453211,-0.4412471,-1.0,0.14925328,-0.44112644,0.9894826,-0.14095932,0.0,0,0.19688498434480178,0.11868482586797227,0.1252985233068466,False,5.830275072,0.0
