timestamp,step,episode,base_pos_x,base_pos_y,base_pos_z,base_vel_x,base_vel_y,base_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,ee1_pos_x,ee1_pos_y,ee1_pos_z,ee2_pos_x,ee2_pos_y,ee2_pos_z,ee3_pos_x,ee3_pos_y,ee3_pos_z,ee4_pos_x,ee4_pos_y,ee4_pos_z,target_x,target_y,target_z,distance_to_target,ee_target_distances,tendon_force_index,tendon_force_middle,tendon_force_ring,tendon_force_thumb,control_linear_x,control_linear_y,control_linear_z,control_angular_x,control_angular_y,control_angular_z,tactile_deformation_spans,tactile_contact_detected,reward,distance_reward,tendon_efficiency_reward,success
1758019894.3941758,1,0,-2.07147602277781e-05,-0.006319497086013607,0.0996244762806811,-0.6889459505478214,-1.2840000668272293,1.2077830464809054,-2.698560055643931,-39.407942642829745,-42.18338397554277,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3868256013453125,0,0.7268604,0.8764049,0.36922526,0.39885354,-0.15210378,-1.0,-1.0,0.31583756,0.25047404,0.57621294,0.0,0,0.08392694676131762,0.04529290819377459,0.14071639776229858,False
1758019894.3955755,2,0,-0.005838929165882538,-0.017815334929381556,0.10786464092986318,-1.3963714573571424,-2.759001082408308,1.9776395158036988,22.81014818274608,-74.96655338010723,-30.259391081165106,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.39018595108772186,0,1.0,1.0,0.9411664,1.0,0.35772833,-0.10392838,1.0,0.6592069,-0.6290914,-1.0,0.0,0,-0.03840592859890926,0.04409152866694463,0.10147083997726442,False
1758019894.396591,3,0,0.02633707900970772,0.005815033542685477,0.08568762541895664,7.722241962141662,5.6712884332960884,-5.322483722617573,-51.452184044446994,-39.14806571849788,-54.08899111348813,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.37506724481734793,0,0.6272651,1.0,0.8607241,0.43431172,1.0,0.13535675,-0.9440872,1.0,-0.6220477,-1.0,0.0,0,0.035426954646801456,0.049760292192196375,0.1269424796104431,False
1758019894.3975558,4,0,-0.002479177408365958,0.016191868343984592,0.07772862664687012,-6.915901540337683,2.4904403523117877,-1.9101597053007637,-33.991398649816006,-59.69604933858792,-11.810330844926227,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.39469235091356675,0,0.46909127,0.0,1.0,1.0,0.4836201,-0.18802015,-0.14005193,0.06032843,0.24325483,-0.5112012,0.0,0,0.030188520056672552,0.04253028760618729,0.13827271461486818,False
1758019894.3983517,5,0,0.020740685326806403,-0.01738378024105659,0.08991849640917415,5.572767056441367,-8.058155660409884,2.9255687429529678,4.360887834681591,-100.0,-80.51687589792186,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3849929243015688,0,1.0,1.0,1.0,0.2641526,-1.0,-0.6735917,-0.2857723,0.021886177,-0.4612725,-0.9045343,0.0,0,-0.00876045679961518,0.045961858273398125,0.11839618682861329,False
1758019894.3994422,6,0,0.03057696213141327,-0.032834596864865256,0.09513097267163202,2.3607064331056478,-3.7081959897140795,1.2509943029898898,-8.86884510174805,-47.67912734384107,-47.654223419137764,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.38279652617222826,0,0.4005778,1.0,0.58833706,0.7679169,0.46486285,-0.6640552,-1.0,-0.98196006,-1.0,1.0,0.0,0,-0.0034211769432133665,0.04677659961280165,0.1310792088508606,False
1758019894.4005165,7,0,0.035078007028313235,-0.06465129182234854,0.11701025893168959,1.0802507752559918,-7.636006789795988,5.251028702413817,16.155612994809502,-54.033089150908985,72.86672110358647,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3828196175576732,0,0.61369795,0.32125926,0.16341698,0.35473114,0.5225108,-1.0,0.17885104,0.6776891,-1.0,-0.79478174,0.0,0,0.030285358153188474,0.04676795931895995,0.16367236971855165,False
1758019894.401572,8,0,0.06719631119551894,-0.07488618937096872,0.12982328749289807,7.7083930001293695,-2.4563754116688434,3.075126854690035,33.29916992195683,-46.57241526279486,85.90271144546963,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3639625963485201,0,0.38316673,0.7765075,0.15414393,0.2641253,1.0,0.06941436,0.29367188,0.58203787,1.0,0.49256107,0.0,0,0.05921007672375228,0.05438315788334393,0.1605514168739319,False
1758019894.402574,9,0,0.11534205758106086,-0.07319882417420366,0.14941763320139514,11.554979132530063,0.404967647223615,4.7026429700392995,91.56930890026138,-90.12962434061906,86.7574218432693,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3289130013237231,0,0.23565939,1.0,0.0,0.0,0.18180431,0.7732019,-1.0,-0.48532116,-0.009315217,0.48593655,0.0,0,0.11284185940116834,0.07198453241676284,0.1691085159778595,False
1758019894.4035408,10,0,0.09463076444776396,-0.07724846252532637,0.1316665684938873,-4.970710351991258,-0.9719132042694486,-4.260255529801881,100.0,-97.25130628490302,-63.70182400408651,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3513558742776976,0,0.6721258,0.59313136,0.7528746,0.92514,0.18577048,0.31740344,1.0,-0.3489824,-1.0,0.72955614,0.0,0,-0.002854451026253091,0.06015402070111812,0.12641820907592774,False
1758019894.4045374,11,0,0.10791880455743401,-0.0879609148111563,0.14312670107348868,3.189129626320811,-2.5709885485991824,2.7504318191043304,75.3683021169411,-82.59414754148897,48.4856291673778,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3458453771338988,0,0.46309265,0.16521746,1.0,0.8724946,-0.7324959,-0.68408656,-0.51004493,1.0,0.0997775,1.0,0.0,0,0.04078970569096993,0.06286516922437142,0.13747988343238832,False
1758019894.4055076,12,0,0.11570925817380728,-0.07487118064716923,0.12301451502588073,1.869708867929587,3.1415361993568958,-4.826924651425909,97.6410322350461,-76.13460883737228,-26.630107608837243,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3465883171932041,0,0.438423,0.009598583,0.12283698,1.0,0.10355279,-0.028286267,-1.0,0.7042797,-0.8957607,0.03878034,0.0,0,0.08249836319535475,0.06249263697713119,0.1607285350561142,False
1758019894.4065928,13,0,0.12167601669342397,-0.09470134990058943,0.13722999471049424,1.4320220447080048,-4.759240620820846,3.4117151243072428,100.0,-51.955415018567884,65.10771592782345,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3487361043622145,0,0.092314124,0.66092086,0.7630725,1.0,0.12008923,0.7381947,1.0,0.033824928,-0.35063627,-1.0,0.0,0,0.0263770313429616,0.0614280421900533,0.13709231615066528,False
1758019894.4075453,14,0,0.13212021085507036,-0.06683587842511646,0.14088457866338838,2.506606598795132,6.687713154113514,0.8771001486945924,95.66184098440135,-100.0,39.774054024559454,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.32348524278865265,0,0.59142095,0.7059804,0.21989134,1.0,-1.0,-1.0,-0.070461504,0.24479026,-0.59657466,-1.0,0.0,0,0.05963155552874849,0.07517910525332734,0.13706768155097962,False
1758019894.4084325,15,0,0.14932487871685693,-0.07287069998263591,0.15551744045094076,4.129120286828778,-1.4483571738046688,3.51188682901257,78.94704233505286,-39.164920871336506,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3124584691201041,0,0.6377357,0.43690526,0.35757732,0.3906299,0.4843356,0.8918809,-1.0,0.7954565,-1.0,0.038830128,0.0,0,0.06352304547297005,0.08211227565275674,0.15442879498004913,False
1758019894.4093142,16,0,0.1390196413555141,-0.059673901838472904,0.16535291456656584,-2.473256966722284,3.167231554599123,2.360513787750018,100.0,27.437082388705008,74.19358040015605,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3006232380839682,0,0.48735088,0.0,0.1984747,0.0,1.0,0.70452744,0.63768625,0.7412756,-0.49657875,0.28979248,0.0,0,0.15115992566110772,0.0902667679405419,0.18285436034202576,False
