time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/explained_variance,train/std,train/clip_fraction,train/learning_rate,train/n_updates,train/value_loss,train/policy_gradient_loss,train/loss,train/entropy_loss,train/approx_kl,train/clip_range
484,317440,655,155,-0.10117709636688232,1.6168079376220703,0.0791015625,0.0003,1540,2083.9993928432464,-0.018295354511064944,1877.94287109375,-18.95344344973564,0.008870151,0.2
484,319488,659,156,-0.055402278900146484,1.6192388534545898,0.10283203125,0.0003,1550,1796.020287322998,-0.024276786934933625,665.1533813476562,-18.96454381942749,0.011348828,0.2
484,321536,664,157,-0.127630352973938,1.6269378662109375,0.0763671875,0.0003,1560,1844.7576872348786,-0.01746521411696449,765.9636840820312,-18.997326749563218,0.010505691,0.2
484,323584,668,158,0.07683438062667847,1.6324443817138672,0.03671875,0.0003,1570,1793.6321317195893,-0.015173734180280007,210.6132354736328,-19.03563477396965,0.005178203,0.2
484,325632,672,159,-0.07174158096313477,1.6344372034072876,0.055322265625,0.0003,1580,1906.3458308458328,-0.0139586871227948,1255.9029541015625,-19.05728698372841,0.008224532,0.2
484,327680,676,160,0.04009819030761719,1.6468881368637085,0.074609375,0.0003,1590,1731.0348472118378,-0.017476194558548742,344.5972595214844,-19.107487046718596,0.009401982,0.2
484,329728,680,161,-0.13327813148498535,1.651858925819397,0.056005859375,0.0003,1600,2071.648764324188,-0.014257230727525893,289.4446105957031,-19.155005872249603,0.008195942,0.2
484,331776,684,162,0.06913089752197266,1.6548477411270142,0.087060546875,0.0003,1610,1610.7342838287354,-0.021429730963427575,297.22686767578125,-19.178518265485764,0.010689751,0.2
484,333824,689,163,-0.06305956840515137,1.6573622226715088,0.045166015625,0.0003,1620,1809.4173687696457,-0.014572670133202337,283.4327697753906,-19.19438702464104,0.007715804,0.2
484,335872,693,164,-0.11840653419494629,1.6588348150253296,0.0314453125,0.0003,1630,1633.6046171665191,-0.015804724852205253,713.7132568359375,-19.203693932294847,0.005598302,0.2
484,337920,697,165,-0.09852683544158936,1.6655941009521484,0.058544921875,0.0003,1640,1838.3007648944854,-0.019548324335482904,1303.1929931640625,-19.231249886751176,0.0087716775,0.2
484,339968,701,166,-0.007726430892944336,1.665278673171997,0.070947265625,0.0003,1650,1788.9384921073913,-0.015155712814885192,304.5594177246094,-19.256617772579194,0.008742599,0.2
484,342016,706,167,0.2016967535018921,1.667646050453186,0.062744140625,0.0003,1660,1548.5046822547913,-0.017997638703673147,503.3947448730469,-19.258676797151566,0.0081905825,0.2
484,344064,710,168,-0.09779095649719238,1.6693642139434814,0.045703125,0.0003,1670,1875.2540801525115,-0.014984009871841408,1552.03955078125,-19.270060139894486,0.007560445,0.2
484,346112,714,169,-0.26047444343566895,1.6713160276412964,0.081396484375,0.0003,1680,1968.5077295780181,-0.020286152660264633,103.19456481933594,-19.281039315462113,0.010680206,0.2
484,348160,718,170,-0.04120588302612305,1.6765356063842773,0.06826171875,0.0003,1690,2693.0418376922607,-0.015410015772795304,580.3986206054688,-19.30334892272949,0.010419724,0.2
484,350208,722,171,-0.1246030330657959,1.674922227859497,0.086474609375,0.0003,1700,2336.5785948753355,-0.020870878850109874,1109.4139404296875,-19.31055130958557,0.01216641,0.2
484,352256,727,172,-0.21076595783233643,1.6781494617462158,0.052392578125,0.0003,1710,1864.0220536231996,-0.014096630131825804,678.4968872070312,-19.321903747320174,0.008159865,0.2
484,354304,731,173,-0.09479069709777832,1.682658076286316,0.120751953125,0.0003,1720,1893.1375477313995,-0.022637977483100258,177.68753051757812,-19.342983496189117,0.013211241,0.2
484,356352,735,174,-0.006598830223083496,1.6906687021255493,0.08310546875,0.0003,1730,2228.01747879982,-0.018992228995193726,543.4889526367188,-19.376031017303468,0.012192048,0.2
484,358400,739,175,-0.010388493537902832,1.6939464807510376,0.0845703125,0.0003,1740,1802.3003069400788,-0.017392552603268996,158.78594970703125,-19.410215198993683,0.009695645,0.2
484,360448,744,176,-0.06220138072967529,1.6970971822738647,0.0576171875,0.0003,1750,1830.4864931106567,-0.01833296147524379,807.0642700195312,-19.422306525707246,0.008583773,0.2
484,362496,748,177,-0.18282711505889893,1.7005729675292969,0.107470703125,0.0003,1760,1890.6796686649323,-0.01815993095806334,1110.7044677734375,-19.445848006010056,0.011696942,0.2
484,364544,752,178,-0.09551870822906494,1.7085872888565063,0.11083984375,0.0003,1770,1762.4329710960387,-0.018377269752090798,470.6549987792969,-19.475171291828154,0.011019407,0.2
484,366592,757,179,-0.0592188835144043,1.7118171453475952,0.02841796875,0.0003,1780,2011.6148601055145,-0.015364340895030183,124.05997467041016,-19.509883242845536,0.006171273,0.2
484,368640,761,180,-0.09431910514831543,1.7153633832931519,0.089111328125,0.0003,1790,1976.684407687187,-0.02002993024943862,1988.97216796875,-19.530579727888107,0.011629812,0.2
484,370688,765,181,-0.016760706901550293,1.7160671949386597,0.049072265625,0.0003,1800,1670.826252937317,-0.018272395644453356,371.3100891113281,-19.543525594472886,0.006718559,0.2
484,372736,769,182,0.01128697395324707,1.7188637256622314,0.02734375,0.0003,1810,1684.5007312774658,-0.012447944097220897,506.0433349609375,-19.551467871665956,0.004969656,0.2
484,374784,774,183,0.04969996213912964,1.720547080039978,0.033935546875,0.0003,1820,1913.3796188354493,-0.01363223023363389,2136.11474609375,-19.56442347764969,0.0057875067,0.2
484,376832,778,184,-0.051705121994018555,1.7293033599853516,0.09208984375,0.0003,1830,2484.598551440239,-0.020125885159359314,1789.21484375,-19.597022795677184,0.011117941,0.2
484,378880,782,185,-0.0550386905670166,1.7333643436431885,0.07138671875,0.0003,1840,2431.307429742813,-0.019054096375475636,707.09130859375,-19.633856242895128,0.009343185,0.2
484,380928,786,186,-0.020668625831604004,1.7387055158615112,0.097216796875,0.0003,1850,2030.5882042169571,-0.014566457681939936,1304.9649658203125,-19.660607808828352,0.011677081,0.2
484,382976,791,187,-0.03175532817840576,1.7425895929336548,0.125390625,0.0003,1860,1865.9390466213226,-0.016808566785766744,626.17626953125,-19.67842553257942,0.0133305,0.2
483,385024,795,188,0.11137557029724121,1.750437617301941,0.04033203125,0.0003,1870,1267.9049747228623,-0.014762066170806065,606.65966796875,-19.720188570022582,0.0054686605,0.2
484,387072,799,189,-0.12490439414978027,1.7592476606369019,0.087548828125,0.0003,1880,2535.1429921150207,-0.02309671419498045,1671.65625,-19.768987548351287,0.010529507,0.2
484,389120,803,190,-0.06381440162658691,1.7621212005615234,0.120458984375,0.0003,1890,1899.069752407074,-0.021078111493261532,730.7991333007812,-19.807656025886537,0.014650378,0.2
484,391168,808,191,-0.010107278823852539,1.76213800907135,0.04306640625,0.0003,1900,1587.662289762497,-0.01386990140308626,408.82904052734375,-19.80880457162857,0.0071877516,0.2
484,393216,812,192,-0.13912594318389893,1.7724218368530273,0.106298828125,0.0003,1910,2088.9623109817503,-0.020551510428776964,1725.50634765625,-19.83748153448105,0.012898389,0.2
484,395264,816,193,-0.03875231742858887,1.7793205976486206,0.139794921875,0.0003,1920,1797.332931661606,-0.022965967952040957,987.6438598632812,-19.887397837638854,0.014743023,0.2
484,397312,820,194,-0.08312106132507324,1.780310034751892,0.027001953125,0.0003,1930,1744.4233969211577,-0.014746421191375703,349.3770751953125,-19.91108904480934,0.0050027883,0.2
484,399360,824,195,-0.05764961242675781,1.7857998609542847,0.076416015625,0.0003,1940,1746.6132481098175,-0.019350121618481354,1284.72802734375,-19.92951655983925,0.01024929,0.2
484,401408,829,196,-0.10427689552307129,1.7890501022338867,0.076708984375,0.0003,1950,1792.2525131702423,-0.019387104880297556,1379.221435546875,-19.95270643234253,0.0101932995,0.2
483,403456,833,197,0.12694591283798218,1.8000755310058594,0.074169921875,0.0003,1960,1802.0474397659302,-0.019375992748246064,355.6581115722656,-19.993698942661286,0.00974624,0.2
483,405504,838,198,-0.1006772518157959,1.8044003248214722,0.072021484375,0.0003,1970,2095.5081468343733,-0.015593904021079652,1349.975830078125,-20.031839764118196,0.010016141,0.2
483,407552,842,199,0.07125645875930786,1.807511329650879,0.031201171875,0.0003,1980,3319.681027126312,-0.01472244960605167,1529.4100341796875,-20.054467034339904,0.006266473,0.2
483,409600,847,200,-0.10124862194061279,1.8098042011260986,0.05380859375,0.0003,1990,1713.623763012886,-0.014799481755471789,1025.656005859375,-20.069683945178987,0.0073408945,0.2
483,411648,851,201,-0.08497035503387451,1.816209077835083,0.06904296875,0.0003,2000,1783.8229121208192,-0.018075427680741996,112.1484146118164,-20.09276676774025,0.009441179,0.2
483,413696,856,202,-0.0015774965286254883,1.8248074054718018,0.06328125,0.0003,2010,1679.3708971977235,-0.01774639096111059,426.6194152832031,-20.138587021827696,0.008816957,0.2
483,415744,860,203,-0.024974703788757324,1.8379162549972534,0.0765625,0.0003,2020,1801.798537492752,-0.01793561475642491,319.68280029296875,-20.19368183016777,0.010435215,0.2
483,417792,864,204,-0.1811048984527588,1.8446916341781616,0.10712890625,0.0003,2030,2044.7702128887177,-0.01872301210532896,1123.8917236328125,-20.242598819732667,0.012519781,0.2
483,419840,868,205,0.027376830577850342,1.8558143377304077,0.102001953125,0.0003,2040,1814.3396035671235,-0.015335474371386226,784.0656127929688,-20.29797312617302,0.013353508,0.2
483,421888,873,206,-0.04917585849761963,1.861501693725586,0.171533203125,0.0003,2050,2098.201712679863,-0.019714219868183135,1211.1800537109375,-20.339214074611665,0.018615693,0.2
483,423936,877,207,0.029893875122070312,1.874796748161316,0.16240234375,0.0003,2060,1927.9582151412965,-0.021111933514475822,2122.1279296875,-20.390310621261598,0.015503377,0.2
482,425984,882,208,-0.05794072151184082,1.8879024982452393,0.108447265625,0.0003,2070,2051.03391327858,-0.021469825101667082,1503.9810791015625,-20.462855118513108,0.012015561,0.2
482,428032,886,209,-0.11585807800292969,1.8941172361373901,0.0462890625,0.0003,2080,1945.5272526502608,-0.01878854334645439,836.1679077148438,-20.504445290565492,0.007551997,0.2
482,430080,890,210,-0.043256282806396484,1.9004420042037964,0.04853515625,0.0003,2090,2148.09555644989,-0.018078957870602607,162.2371063232422,-20.538026690483093,0.0075665126,0.2
482,432128,894,211,-0.007801532745361328,1.9156503677368164,0.140087890625,0.0003,2100,1943.2808530330658,-0.018533031572587788,1558.5657958984375,-20.595829606056213,0.014428643,0.2
482,434176,899,212,-0.14458537101745605,1.9186738729476929,0.070654296875,0.0003,2110,1752.3155626296998,-0.018318465890479273,969.1548461914062,-20.64053440093994,0.009769155,0.2
482,436224,903,213,-0.13888120651245117,1.9339876174926758,0.107421875,0.0003,2120,2241.763401913643,-0.018768259693752044,1922.994873046875,-20.693258267641067,0.0126905255,0.2
483,438272,907,214,-0.08442997932434082,1.9392194747924805,0.10927734375,0.0003,2130,2053.9364478111265,-0.01609154873585794,370.68853759765625,-20.737284195423126,0.01138982,0.2
483,440320,911,215,-0.02555549144744873,1.9403566122055054,0.114013671875,0.0003,2140,1908.1992755174638,-0.021091524758958258,984.4599609375,-20.76109645962715,0.013471495,0.2
483,442368,915,216,0.004965662956237793,1.9489749670028687,0.112353515625,0.0003,2150,1765.082368183136,-0.021147632887004875,922.3248901367188,-20.7842376768589,0.012936312,0.2
482,444416,920,217,-0.0930643081665039,1.9518613815307617,0.059814453125,0.0003,2160,1656.582830452919,-0.0189129262289498,293.9889831542969,-20.812594163417817,0.0076721227,0.2
482,446464,924,218,0.004278004169464111,1.9558616876602173,0.0328125,0.0003,2170,1612.2605881214142,-0.013884084278834053,594.937744140625,-20.830392211675644,0.005937216,0.2
482,448512,928,219,-0.02556788921356201,1.964153528213501,0.065771484375,0.0003,2180,1731.7288584470748,-0.017122077781823463,1330.8323974609375,-20.866905975341798,0.009573823,0.2
482,450560,933,220,-0.09171843528747559,1.96828293800354,0.05498046875,0.0003,2190,2273.922067975998,-0.017645317010465077,776.35498046875,-20.894755715131758,0.006528715,0.2
482,452608,937,221,-0.16136252880096436,1.9753283262252808,0.060498046875,0.0003,2200,1737.8606782913207,-0.019312401540810244,146.12246704101562,-20.916301769018173,0.009237744,0.2
482,454656,941,222,-0.0014884471893310547,1.987937331199646,0.089306640625,0.0003,2210,1781.629897069931,-0.018348680529743432,547.762451171875,-20.966219633817673,0.009560563,0.2
482,456704,945,223,-0.008649706840515137,1.9958995580673218,0.051611328125,0.0003,2220,1822.178208065033,-0.015513579675462097,439.318115234375,-21.013575011491774,0.007157065,0.2
482,458752,949,224,-0.0279390811920166,1.9994019269943237,0.0734375,0.0003,2230,1734.4919891357422,-0.01947250260418514,557.9230346679688,-21.04462776184082,0.009771157,0.2
482,460800,954,225,-0.10320150852203369,2.004213571548462,0.061865234375,0.0003,2240,1896.656334066391,-0.021557905594818294,182.23089599609375,-21.061680376529694,0.009042295,0.2
482,462848,958,226,-0.04510605335235596,2.007770538330078,0.070654296875,0.0003,2250,1766.5336535453796,-0.015022286458406597,1137.1029052734375,-21.0770021378994,0.008643134,0.2
482,464896,962,227,-0.06690573692321777,2.0106141567230225,0.063037109375,0.0003,2260,1851.1710561990737,-0.015951656957622618,358.74639892578125,-21.095294135808945,0.008211751,0.2
482,466944,967,228,-0.12544512748718262,2.0219686031341553,0.0564453125,0.0003,2270,1672.6184398651124,-0.013998942346370313,414.4639587402344,-21.137458354234695,0.009479143,0.2
482,468992,971,229,-0.008545279502868652,2.029754400253296,0.042236328125,0.0003,2280,1593.7669011116027,-0.013812099071219563,206.07379150390625,-21.181614333391188,0.007723459,0.2
482,471040,976,230,-0.14366328716278076,2.0412485599517822,0.0587890625,0.0003,2290,1626.8050706386566,-0.0172153420135146,754.3154296875,-21.229802387952805,0.008698311,0.2
482,473088,980,231,0.1413983702659607,2.0535542964935303,0.05869140625,0.0003,2300,2016.7709739208221,-0.015621566987829284,678.7396850585938,-21.28540539741516,0.009608541,0.2
