timestamp,step,episode,base_pos_x,base_pos_y,base_pos_z,base_vel_x,base_vel_y,base_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,ee1_pos_x,ee1_pos_y,ee1_pos_z,ee2_pos_x,ee2_pos_y,ee2_pos_z,ee3_pos_x,ee3_pos_y,ee3_pos_z,ee4_pos_x,ee4_pos_y,ee4_pos_z,target_x,target_y,target_z,distance_to_target,ee_target_distances,tendon_force_index,tendon_force_middle,tendon_force_ring,tendon_force_thumb,control_linear_x,control_linear_y,control_linear_z,control_angular_x,control_angular_y,control_angular_z,tactile_deformation_spans,tactile_contact_detected,reward,distance_reward,tendon_efficiency_reward,success
1759211553.75256,34,17,0.0012496677900385562,-0.00041715510700111923,0.01818841065274128,0.29993228184558984,-0.10008744502977716,0.11946392575871109,0.7995426007469311,0.28911078238553534,0.23644277613621162,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4411360098089972,0,0.26640958,0.0,0.50734836,0.5098834,1.0,-0.33370015,0.53458375,1.0,0.3605897,0.29636765,0.0,0,0.0869648598758211,0.02933165183939837,0.16790896654129028,False
1759211553.7548351,35,"{'r': 0.04363834109323142, 'l': 1, 't': 1759211553.7089777}",0.0011804483216889964,-0.001249809509402369,0.018770017218771973,0.2833196094416955,-0.2999245016060771,0.2590495016060771,0.20175191278516016,0.8001728498203069,0.5616042359302178,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4410226475673089,0,1.0,0.46059188,0.86464083,0.4249824,0.94463646,-1.0,1.0,0.25397077,1.0,0.70274734,0.0,0,0.02292466572438813,0.029358264719596867,0.13124462366104125,False
1759211553.7570996,36,18,0.0009054068211308106,0.00035454830131714544,0.017874432458019115,0.2173096493077309,0.08512137296660635,0.04410915902539178,-0.00011509618299732072,-0.00017264624923807315,-0.5809292327696234,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4413040563830476,0,0.8603876,0.16984805,1.0,0.5174229,1.0,0.32516128,-0.27807397,1.0,0.98509073,-0.854016,0.0,0,0.028367366352285914,0.029292245664801143,0.13630853295326234,False
1759211553.7594059,37,"{'r': 0.03638130243811416, 'l': 1, 't': 1759211553.7112536}",-0.0012497519551420045,-0.000318623750979646,0.018770033699570587,-0.29992845699774473,-0.0764399195846236,0.25905345699774474,0.7752850561690573,0.07245975880082467,-0.7998629357798802,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.44208078116933847,0,0.16157725,0.5800984,1.0,0.533021,-1.0,-0.25486052,1.0,0.9692223,0.09358993,-1.0,0.0,0,0.03949258787078826,0.029110793894958166,0.14313258528709413,False
1759211553.763915,38,19,0.0007858061495884312,0.00032441249959837607,0.01817978014532517,0.18860548813755984,0.0778887805541017,0.11739260397884535,0.79997183328998,-0.1927293741080594,0.3871355531805769,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.44115207606278545,0,0.52266175,0.426189,0.0,0.19687796,0.6288168,0.25968373,0.5276693,1.0,-0.24247685,0.48358837,0.0,0,0.09646814957490775,0.029327882083567135,0.17135678231716156,False
1759211553.7661445,39,"{'r': 0.06629662696291501, 'l': 1, 't': 1759211553.7135966}",-2.850740589329304e-06,-7.5705532965472925e-06,0.017874584230253013,-0.0006721655051026704,-0.0017871521406798985,0.04414558436152735,0.002712580289555941,-0.0003461145637126961,0.003031806224438771,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.44194002806031374,0,0.4298318,0.45369565,0.3552094,0.2918591,-0.24940732,-0.39484888,-0.68092656,0.12325931,-0.6544934,1.0,0.0,0,0.10115692348680366,0.02914359183511604,0.1617350995540619,False
1759211553.7685306,40,20,-0.0008445786342552457,0.0012434490265416827,0.018271187021418375,-0.2026868599849226,0.2984575470204953,0.13933025424121415,-0.5711617953982524,-0.6664714815307835,-0.10260225672250867,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.44169618455211374,0,0.6222196,0.45693052,0.0,0.0,-0.6825438,1.0,0.58411133,-1.0,-1.0,-0.1400457,0.0,0,0.0654337871780607,0.0292004991283628,0.1730212450027466,False
1759211553.770826,41,"{'r': 0.05328581707940441, 'l': 1, 't': 1759211553.7159362}",0.00025430978506420465,-0.0002600253681747237,0.017874558739971555,0.061046360651745485,-0.062376307711442244,0.044139466693977,-0.0011654818082636742,0.00010729530247291508,0.08347211194514365,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4418804065997357,0,0.6874552,1.0,0.43638462,0.44261187,0.78792226,-0.47121528,-1.0,0.2852249,0.16518214,0.34382078,0.0,0,0.06711838754248212,0.029157495818849306,0.1358387053012848,False
1759211553.7731109,42,21,-0.0006867897382905997,-0.0008866666747685135,0.01787458010322975,-0.16481752495340757,-0.2127702212939518,0.0441445938759438,-0.000144492611663799,-9.703998091192823e-06,0.3492118442667072,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4426261936116282,0,0.0,0.9684895,0.6992079,0.10226479,-0.82959104,-0.87304896,-0.3682557,0.11826825,1.0,0.4786099,0.0,0,0.05479261531848384,0.02898405149001552,0.15575094521045685,False
1759211553.7754247,43,"{'r': 0.06568401070215867, 'l': 1, 't': 1759211553.7181427}",0.0007462343561371307,-0.0009592273421187006,0.017874493390474033,0.1791082577092477,-0.2301847814579967,0.04412378281457224,0.0006499041824006568,-0.00019919709265042718,0.01609828733409908,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4418410122974207,0,0.0,0.0,0.93252957,0.96438134,1.0,-1.0,-0.6468516,0.17500685,0.33441493,-0.022130616,0.0,0,0.049833305323851024,0.029166686380636613,0.1525772273540497,False
1759211553.777702,44,22,0.0012496354539434733,0.0011774354768243093,0.018770017300341526,0.29992452118276997,0.2826142950883257,0.2590495211827699,-0.7977508922621264,-0.8021434702693808,0.7980819209186901,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.44015701858798856,0,0.77127314,0.85472107,0.41517046,1.0,1.0,0.9422847,1.0,-1.0,-1.0,1.0,0.0,0,-0.0042949813396629954,0.029562277218610336,0.12397088408470154,False
1759211553.7800205,45,"{'r': 0.07689383044787138, 'l': 1, 't': 1759211553.7221847}",-0.0005288834113912229,-0.0012498298763876936,0.01857412996809277,-0.12692000649755714,-0.299929389682555,0.2120365614430692,0.44570271278383095,0.1098042341711602,-0.5585797066589248,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.442136110024279,0,0.7416181,1.0,0.57821137,0.3236834,-0.42316628,-1.0,0.843237,0.55705494,0.13849191,-0.69827086,0.0,0,0.050541385703874994,0.02909791141111987,0.13391217589378357,False
1759211553.7837079,46,23,0.0006673764975152242,-0.001004300394635876,0.01787453165020045,0.16018237163999016,-0.24100231406211875,0.04413296514891235,0.000408874780612245,-0.00012989198217994158,0.10966472101931213,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4419008741865973,0,0.32259238,0.3743268,1.0,0.90651023,0.8253748,-1.0,-0.41948023,0.66100895,-1.0,0.48120105,0.0,0,0.03371652919014151,0.029152721941072296,0.13491426706314089,False
1759211553.7860126,47,"{'r': 0.07207869218735295, 'l': 1, 't': 1759211553.724495}",0.0011068749145811206,-0.00044461129395843136,0.018025022525266412,0.2656619917358053,-0.10667692989953208,0.08025077516474288,-0.00011877921587133411,0.36095431919653176,-0.6747811659039628,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.44134879001932936,0,0.92168105,0.39097798,0.9497941,0.57824826,0.9128667,-0.36326292,0.34746933,-0.8269472,1.0,-1.0,0.0,0,0.02624747109942216,0.02928176475100298,0.1289824664592743,False
1759211553.7883356,48,24,0.0006701261182465881,0.000730641040378176,0.018551325089421276,0.1608422806155175,0.1753836303412537,0.20656339056191042,-0.37678386017779447,0.8006848277018904,-0.6622793804786606,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4408003534867979,0,0.0,1.0,0.35881656,0.2790541,0.53626096,0.584743,0.8249793,-0.47314715,1.0,-0.82908654,0.0,0,0.05674872490198392,0.0294105205181338,0.15905323028564455,False
1759211553.7906682,49,"{'r': 0.05738821136705907, 'l': 1, 't': 1759211553.7267663}",0.00020146942675375998,0.0012495786692059282,0.01877003455066296,0.04836467465723876,0.29992866125991424,0.25905366125991425,0.8000679300687464,0.34409079854136654,-0.3123083700441305,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4407258600697386,0,0.3282339,1.0,0.073744595,0.44991317,0.16125393,1.0,1.0,1.0,0.43145087,-0.38964757,0.0,0,0.05538346823123935,0.029428052863159186,0.15370270907878877,False
1759211553.7929823,50,25,0.001115524750750885,-0.0012498112780889928,0.018770018987458597,0.26773795241654874,-0.2999249260908668,0.2590499260908668,0.313895083879997,0.8002385524949335,0.4111095668508015,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.44105927918287824,0,0.20827061,0.47827262,0.110559404,0.7874619,0.8926832,-1.0,1.0,0.39373976,1.0,0.51484203,0.0,0,0.05796207943743269,0.029349662454781933,0.16038588881492616,False
1759211553.7953064,51,"{'r': 0.07748450655900378, 'l': 1, 't': 1759211553.72911}",-6.665557573416065e-05,-8.665155700507464e-05,0.018770060773627487,-0.015985325939862197,-0.020766593030726463,0.25905995477140026,0.6295852874915299,-0.012334021832334842,-0.7997145431866444,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4413304972991705,0,0.86300176,0.0,0.5312302,0.109657675,-0.053295977,-0.06923699,1.0,0.7872778,-0.012999507,-1.0,0.0,0,0.06931566954572116,0.029286050209592893,0.1624027580022812,False
1759211553.7976139,52,26,-0.0003087562075981216,0.0006568390808109582,0.018163627073393144,-0.07408947758721282,0.1576711600451214,0.11351586671515801,-0.011611189951880294,-0.5792180292964755,0.06754975162895521,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.44167095392907113,0,1.0,0.62932956,0.89384425,0.30284992,-0.24701567,0.5256785,0.51474196,-0.014665544,-0.72420985,0.084480725,0.0,0,0.0641238055017259,0.029206393697526707,0.12934940457344055,False
