time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/value_loss,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/loss,train/std,train/n_updates
659,299008,453,146,3.124558410850728e-08,0.0003,0.2,-0.043077128584263845,-17.076393556594848,0.034324862,0.29677734375,-5.779514312744141,-0.22155286371707916,1.3430209159851074,1450
664,301056,453,147,9.48603862183095e-08,0.0003,0.2,-0.04871081663004588,-17.10576636195183,0.04048439,0.313916015625,-5.678152561187744,-0.2553870975971222,1.344009280204773,1460
668,303104,453,148,2.788935332689868e-07,0.0003,0.2,-0.05201349948038114,-17.123123157024384,0.03468678,0.323291015625,-4.463263511657715,-0.24547505378723145,1.3455954790115356,1470
673,305152,453,149,1.496527486655186e-08,0.0003,0.2,-0.047251013151253574,-17.131802725791932,0.03695476,0.304931640625,-1.223653793334961,-0.24682191014289856,1.3468525409698486,1480
678,307200,453,150,6.362889036493069e-09,0.0003,0.2,-0.04502593722136226,-17.154741156101228,0.034760956,0.2888671875,-0.937711238861084,-0.21347300708293915,1.3509384393692017,1490
682,309248,453,151,1.1083504505675356e-09,0.0003,0.2,-0.049600924397236665,-17.1453817486763,0.03155852,0.29609375,-9.843520164489746,-0.2083151936531067,1.3458172082901,1500
687,311296,453,152,1.5185876167103303e-08,0.0003,0.2,-0.039809329394483936,-17.16569693684578,0.03527955,0.30107421875,-9.853157997131348,-0.22871577739715576,1.3555783033370972,1510
691,313344,452,153,2.363369900303114e-09,0.0003,0.2,-0.048769357131095606,-17.21567076444626,0.03432477,0.296044921875,-10.74921989440918,-0.2484714835882187,1.3586519956588745,1520
696,315392,452,154,1.7435201928853086e-07,0.0003,0.2,-0.036860435421112926,-17.233494138717653,0.032446515,0.27880859375,-0.2270756959915161,-0.2401934564113617,1.3607494831085205,1530
701,317440,452,155,2.4828448357272493e-07,0.0003,0.2,-0.0416315969225252,-17.239069575071333,0.028277408,0.27333984375,-1.2048771381378174,-0.23913760483264923,1.3604199886322021,1540
705,319488,452,156,6.637398305420206e-08,0.0003,0.2,-0.04979165225813631,-17.24833201766014,0.038409177,0.310693359375,-2.681720733642578,-0.22888216376304626,1.3636741638183594,1550
710,321536,452,157,2.1577916008153065e-08,0.0003,0.2,-0.027402596111642197,-17.256982296705246,0.029386789,0.287548828125,-5.341850280761719,-0.21531091630458832,1.3645098209381104,1560
714,323584,452,158,4.1076588430423445e-07,0.0003,0.2,-0.0396117393305758,-17.27628525495529,0.03568704,0.2810546875,-2.5207746028900146,-0.2194133996963501,1.3670029640197754,1570
719,325632,452,159,2.675572670307602e-07,0.0003,0.2,-0.04719555095070973,-17.289966076612473,0.038335145,0.318505859375,-9.926213264465332,-0.2519402801990509,1.3708025217056274,1580
723,327680,452,160,3.350390272993664e-08,0.0003,0.2,-0.05253779991762712,-17.32172437310219,0.03727124,0.32392578125,-2.3085439205169678,-0.25406619906425476,1.3749104738235474,1590
728,329728,452,161,1.1625467973008786e-08,0.0003,0.2,-0.046925433963770045,-17.358847117424013,0.041917622,0.335546875,-3.339986801147461,-0.24720174074172974,1.3803035020828247,1600
733,331776,452,162,7.513974727840766e-09,0.0003,0.2,-0.05088370976445731,-17.377447563409806,0.042251557,0.31142578125,-6.2455735206604,-0.2507806122303009,1.3817046880722046,1610
737,333824,452,163,1.5334868003029355e-09,0.0003,0.2,-0.04123758719942998,-17.381277000904085,0.037357293,0.29560546875,-5.776695251464844,-0.22730325162410736,1.3825033903121948,1620
742,335872,452,164,2.1108363278642127e-09,0.0003,0.2,-0.0415089896065183,-17.39855808019638,0.033441924,0.28505859375,-1.9458913803100586,-0.2343447208404541,1.385646939277649,1630
746,337920,452,165,1.4792308751596789e-09,0.0003,0.2,-0.04191186277603265,-17.43294893503189,0.030136943,0.3,-2.8037705421447754,-0.23097091913223267,1.3915181159973145,1640
750,339968,452,166,1.0831361389393446e-09,0.0003,0.2,-0.03717969037534204,-17.44069041609764,0.035911538,0.297265625,-4.221468925476074,-0.19582980871200562,1.388677716255188,1650
755,342016,452,167,1.0843385552308792e-09,0.0003,0.2,-0.03900082045583986,-17.468736523389815,0.034890633,0.2904296875,-1.9632480144500732,-0.2423318326473236,1.397969126701355,1660
760,344064,452,168,5.238627068619543e-07,0.0003,0.2,-0.05027355898928363,-17.522968876361848,0.04217454,0.32578125,-0.6490195989608765,-0.2655557096004486,1.404022216796875,1670
764,346112,452,169,5.415930157907228e-10,0.0003,0.2,-0.04392363920633215,-17.56366981267929,0.03859639,0.304052734375,-2.9472038745880127,-0.20815971493721008,1.408293604850769,1680
769,348160,452,170,1.5875343067038584e-10,0.0003,0.2,-0.049018150407937354,-17.601489424705505,0.03473059,0.31748046875,-0.5511999130249023,-0.23354780673980713,1.4129962921142578,1690
773,350208,452,171,1.9849167008385156e-10,0.0003,0.2,-0.03519535766390618,-17.622887575626372,0.038533326,0.298388671875,-5.5583977699279785,-0.22432714700698853,1.416674017906189,1700
777,352256,452,172,4.103053693788224e-11,0.0003,0.2,-0.044769566442118956,-17.62418159842491,0.035696637,0.2953125,-2.7259268760681152,-0.22810599207878113,1.4148114919662476,1710
782,354304,452,173,1.3951208677079416e-10,0.0003,0.2,-0.0435195526923053,-17.63473049402237,0.048466116,0.313623046875,-2.2742202281951904,-0.24989840388298035,1.417870283126831,1720
787,356352,452,174,5.888110677200812e-11,0.0003,0.2,-0.03963570013002027,-17.662017786502837,0.03333216,0.300390625,-7.869873046875,-0.24668505787849426,1.4245108366012573,1730
791,358400,452,175,3.227805196303474e-10,0.0003,0.2,-0.043431159705505706,-17.709024238586426,0.03563614,0.323095703125,-0.391308069229126,-0.24426425993442535,1.4313055276870728,1740
796,360448,452,176,2.598978406828135e-07,0.0003,0.2,-0.03615063079923857,-17.76411767601967,0.02998488,0.288818359375,-12.26252269744873,-0.21343207359313965,1.4383234977722168,1750
800,362496,452,177,3.8456484073579045e-09,0.0003,0.2,-0.04476961913169362,-17.81457302570343,0.03707689,0.302294921875,-4.849821090698242,-0.25920426845550537,1.4462810754776,1760
804,364544,452,178,7.45755348880578e-09,0.0003,0.2,-0.04211301558243576,-17.81696445941925,0.03204441,0.305126953125,-2.1587724685668945,-0.2627153992652893,1.4416239261627197,1770
809,366592,452,179,5.2077519961321594e-09,0.0003,0.2,-0.054036764582269824,-17.82982083559036,0.039341953,0.3287109375,-2.9712345600128174,-0.2778116464614868,1.4478706121444702,1780
813,368640,453,180,7.031936431582675e-10,0.0003,0.2,-0.03582682537962682,-17.864774298667907,0.02728531,0.250439453125,-11.301854133605957,-0.2080543041229248,1.4536908864974976,1790
818,370688,453,181,6.480632401160633e-10,0.0003,0.2,-0.04885789753170684,-17.928061205148698,0.036173455,0.294970703125,-4.158744812011719,-0.23182755708694458,1.4662253856658936,1800
823,372736,452,182,6.119340495549034e-08,0.0003,0.2,-0.04570110082568135,-17.955396062135698,0.031837955,0.28896484375,-3.988171100616455,-0.26312217116355896,1.4647420644760132,1810
827,374784,452,183,1.952705652799591e-08,0.0003,0.2,-0.04929254621383734,-17.96952193379402,0.03425014,0.2958984375,-5.493905544281006,-0.21891501545906067,1.469251036643982,1820
832,376832,452,184,7.720688179335688e-08,0.0003,0.2,-0.04347630373376887,-17.98799569606781,0.035397217,0.302978515625,-3.1515469551086426,-0.2288261502981186,1.4701541662216187,1830
836,378880,452,185,2.7097796719000033e-08,0.0003,0.2,-0.03821585830592085,-18.025879049301146,0.034255415,0.286572265625,-3.065999984741211,-0.22654742002487183,1.476523756980896,1840
840,380928,452,186,2.1590175574952296e-08,0.0003,0.2,-0.05328216678171884,-18.01467216014862,0.040471442,0.344921875,-7.098703384399414,-0.254282683134079,1.4727319478988647,1850
845,382976,453,187,2.6306282716048733e-08,0.0003,0.2,-0.041348491722601466,-17.997852754592895,0.029661244,0.274853515625,-1.9380722045898438,-0.2558899521827698,1.4720786809921265,1860
849,385024,453,188,2.3232302448494836e-08,0.0003,0.2,-0.0416856430034386,-17.977718633413314,0.03236098,0.291015625,-4.183999061584473,-0.2614157199859619,1.4672234058380127,1870
854,387072,453,189,1.9969053958839022e-08,0.0003,0.2,-0.04627806681091897,-17.978378802537918,0.03271911,0.29638671875,-5.704835891723633,-0.23138251900672913,1.4698466062545776,1880
858,389120,453,190,7.775417604320711e-08,0.0003,0.2,-0.041490918106865136,-18.00021407008171,0.027259488,0.280322265625,-13.38184928894043,-0.2640608847141266,1.472857117652893,1890
863,391168,453,191,2.451835658223711e-07,0.0003,0.2,-0.04411710057174787,-18.053197735548018,0.036426973,0.293115234375,-3.289520740509033,-0.23434528708457947,1.484030842781067,1900
867,393216,453,192,2.6722616923435806e-08,0.0003,0.2,-0.04234728774172254,-18.07587726712227,0.031902317,0.2669921875,-41.09700012207031,-0.22586748003959656,1.4804145097732544,1910
871,395264,453,193,3.0485564257026752e-09,0.0003,0.2,-0.04383831985469442,-18.072711539268493,0.032745406,0.29658203125,-6.647097587585449,-0.24636197090148926,1.482285499572754,1920
876,397312,453,194,6.142260831031032e-10,0.0003,0.2,-0.047283516003517434,-18.105234438180922,0.037240345,0.29091796875,-2.5672225952148438,-0.23859576880931854,1.4896177053451538,1930
881,399360,453,195,4.228491657948946e-10,0.0003,0.2,-0.04680880020023324,-18.136333966255187,0.04018182,0.316064453125,-0.9700950384140015,-0.2729651927947998,1.4922608137130737,1940
885,401408,453,196,8.78121816103375e-10,0.0003,0.2,-0.039626574053545485,-18.178931999206544,0.037592225,0.295703125,-10.688218116760254,-0.24674779176712036,1.5007541179656982,1950
890,403456,453,197,5.521264900961928e-09,0.0003,0.2,-0.03785916630004067,-18.19982566833496,0.028164081,0.285693359375,-3.8224868774414062,-0.26660335063934326,1.500019907951355,1960
894,405504,453,198,3.2515022363802103e-09,0.0003,0.2,-0.03733397751348093,-18.194088065624236,0.033318475,0.28369140625,-10.780139923095703,-0.23584268987178802,1.5003302097320557,1970
899,407552,453,199,2.6522129906777353e-09,0.0003,0.2,-0.04700642075622454,-18.201996994018554,0.035017494,0.304443359375,-12.385651588439941,-0.2352767139673233,1.503121256828308,1980
903,409600,453,200,2.504276719328402e-09,0.0003,0.2,-0.04707781097386032,-18.222309750318527,0.03780151,0.286279296875,-7.811100006103516,-0.2264450341463089,1.5057578086853027,1990
908,411648,453,201,1.745919968295165e-08,0.0003,0.2,-0.040960526803974065,-18.267379742860793,0.037286807,0.30654296875,-11.276008605957031,-0.2479996532201767,1.5149930715560913,2000
912,413696,453,202,2.7792255184039272e-08,0.0003,0.2,-0.035177587319049054,-18.276678878068925,0.035648637,0.285595703125,-18.049333572387695,-0.23107361793518066,1.511217474937439,2010
917,415744,453,203,1.595689658948074e-08,0.0003,0.2,-0.04684717064956203,-18.258973556756974,0.041351482,0.325048828125,-17.07771873474121,-0.2668105661869049,1.5106004476547241,2020
921,417792,453,204,9.372567139759313e-09,0.0003,0.2,-0.0351301931834314,-18.28528070449829,0.031537164,0.271826171875,-28.481515884399414,-0.22924356162548065,1.5177230834960938,2030
926,419840,453,205,5.203507229415219e-08,0.0003,0.2,-0.041658382301102394,-18.30194002389908,0.041388668,0.321875,-1.457855224609375,-0.24213892221450806,1.517910361289978,2040
930,421888,453,206,1.4544577993380603e-08,0.0003,0.2,-0.03925141264917329,-18.302607947587965,0.035018094,0.297802734375,-3.2762041091918945,-0.23782692849636078,1.5188877582550049,2050
935,423936,453,207,6.085836712049764e-07,0.0003,0.2,-0.04274556114542065,-18.325302010774614,0.035244457,0.308740234375,-0.5654586553573608,-0.23390346765518188,1.522673487663269,2060
939,425984,453,208,1.376898652316605e-07,0.0003,0.2,-0.03417919055209495,-18.338411432504653,0.042062335,0.29111328125,-6.846677780151367,-0.2508793771266937,1.5265220403671265,2070
944,428032,453,209,3.019489242528373e-08,0.0003,0.2,-0.04559657695936039,-18.396349835395814,0.032800093,0.306591796875,-1.2817933559417725,-0.2397335320711136,1.5379600524902344,2080
948,430080,453,210,8.161375067428089e-09,0.0003,0.2,-0.04972938817227259,-18.44525989294052,0.042756442,0.331103515625,-0.5849436521530151,-0.22043779492378235,1.5418733358383179,2090
953,432128,453,211,3.5938168760352163e-09,0.0003,0.2,-0.050807497650384906,-18.47314374446869,0.040897805,0.3294921875,-6.434098243713379,-0.2488710880279541,1.5448904037475586,2100
957,434176,453,212,1.4282429229746374e-09,0.0003,0.2,-0.04501657822693232,-18.500015807151794,0.03191548,0.289208984375,-4.09851598739624,-0.24534916877746582,1.5519160032272339,2110
962,436224,453,213,1.5511529372590204e-09,0.0003,0.2,-0.03965652016922831,-18.515245127677918,0.03665787,0.28037109375,-5.910469055175781,-0.226394921541214,1.5498689413070679,2120
966,438272,453,214,1.9475267242635706e-09,0.0003,0.2,-0.033985962718725206,-18.52268351316452,0.03161835,0.281982421875,-0.4914361238479614,-0.25517505407333374,1.5549019575119019,2130
971,440320,453,215,1.4590286077399706e-09,0.0003,0.2,-0.048516325038508515,-18.556492096185686,0.0391979,0.312109375,-11.55340576171875,-0.2508358657360077,1.559213638305664,2140
975,442368,453,216,7.12002205804918e-10,0.0003,0.2,-0.03562239792372566,-18.575197917222976,0.030775832,0.260498046875,-4.463771343231201,-0.24737700819969177,1.5626683235168457,2150
980,444416,453,217,1.0321305920742499e-08,0.0003,0.2,-0.04766671387478709,-18.59290498495102,0.034740917,0.31669921875,-1.3493266105651855,-0.24442580342292786,1.565212607383728,2160
984,446464,453,218,2.7177808602577013e-09,0.0003,0.2,-0.04167483242345042,-18.607582926750183,0.03090743,0.27861328125,-3.4774394035339355,-0.23374775052070618,1.56596839427948,2170
988,448512,453,219,9.832136686530567e-08,0.0003,0.2,-0.043718881675158625,-18.615836185216903,0.048252076,0.3130859375,-3.8869805335998535,-0.24081683158874512,1.5683869123458862,2180
993,450560,453,220,7.787518752355726e-08,0.0003,0.2,-0.05053503653616644,-18.627460354566573,0.038893603,0.327783203125,-6.914193153381348,-0.23625405132770538,1.5690170526504517,2190
997,452608,453,221,1.3427635237039936e-08,0.0003,0.2,-0.046637515025213364,-18.631905245780946,0.045027364,0.35361328125,-7.447277069091797,-0.2635590136051178,1.5706361532211304,2200
1002,454656,453,222,2.0860539341055474e-09,0.0003,0.2,-0.04534977626753971,-18.64197168946266,0.039528556,0.308349609375,-4.0964555740356445,-0.2544309198856354,1.5718175172805786,2210
1006,456704,453,223,4.3583875666483587e-10,0.0003,0.2,-0.04421696012432221,-18.67466921210289,0.045971293,0.298828125,-7.338323593139648,-0.2388259321451187,1.5799822807312012,2220
1011,458752,453,224,3.761343601642927e-07,0.0003,0.2,-0.04239271999686025,-18.702534466981888,0.037355565,0.325634765625,-1.763664960861206,-0.23359283804893494,1.5824565887451172,2230
1015,460800,453,225,1.4507821231024564e-07,0.0003,0.2,-0.05177432867058087,-18.72646182179451,0.037784662,0.31572265625,-1.995509386062622,-0.23974643647670746,1.585963249206543,2240
1020,462848,453,226,4.569478186389197e-08,0.0003,0.2,-0.0456270691473037,-18.75036715865135,0.040224817,0.301806640625,-2.4189982414245605,-0.199917733669281,1.5911387205123901,2250
1024,464896,453,227,1.1471618294872642e-08,0.0003,0.2,-0.04898125433828682,-18.765358024835585,0.040272605,0.326611328125,-2.077500820159912,-0.2728996276855469,1.5937753915786743,2260
1028,466944,453,228,4.227725446809272e-09,0.0003,0.2,-0.039401902319514195,-18.775345754623412,0.033363953,0.290966796875,-0.6790330410003662,-0.21391519904136658,1.594965934753418,2270
1033,468992,453,229,2.231338983183645e-08,0.0003,0.2,-0.04650659463659394,-18.759445816278458,0.042136032,0.326123046875,-3.067577838897705,-0.235002800822258,1.5905243158340454,2280
1037,471040,453,230,1.2962749209102787e-09,0.0003,0.2,-0.049864312892896126,-18.7690332531929,0.04577072,0.345361328125,-5.203625679016113,-0.24432963132858276,1.5948677062988281,2290
1042,473088,453,231,5.217718661645887e-10,0.0003,0.2,-0.03980961409397423,-18.77925420999527,0.039351583,0.31162109375,-2.8609654903411865,-0.1965624988079071,1.5948691368103027,2300
1046,475136,453,232,2.3627646323839957e-10,0.0003,0.2,-0.04940824669320136,-18.77232128381729,0.039800093,0.313720703125,-10.365156173706055,-0.2509458363056183,1.593879222869873,2310
1051,477184,453,233,1.154363396158823e-10,0.0003,0.2,-0.04981196533190087,-18.781045281887053,0.045952678,0.306396484375,-2.841813802719116,-0.2095189243555069,1.5955547094345093,2320
1055,479232,454,234,1.991928629528107e-10,0.0003,0.2,-0.040307317138649525,-18.788431203365327,0.040971432,0.329541015625,-5.47318172454834,-0.2518109083175659,1.596799612045288,2330
1059,481280,454,235,1.9575489143535545e-07,0.0003,0.2,-0.03518060870992486,-18.79666700363159,0.03295475,0.285400390625,-7.113280296325684,-0.1913149356842041,1.5966390371322632,2340
1064,483328,454,236,9.05904783965461e-09,0.0003,0.2,-0.04756778425362427,-18.830841368436815,0.03503973,0.297314453125,-4.885969638824463,-0.26735419034957886,1.6052299737930298,2350
1068,485376,454,237,3.46181416970015e-09,0.0003,0.2,-0.042170784922200256,-18.8785381257534,0.042680353,0.30322265625,-0.9146456718444824,-0.23796139657497406,1.611143946647644,2360
1073,487424,454,238,2.187575547964171e-09,0.0003,0.2,-0.040293123869923876,-18.91310171484947,0.043832794,0.3013671875,-2.1164238452911377,-0.2589424252510071,1.6141859292984009,2370
1077,489472,454,239,1.2352235215489643e-08,0.0003,0.2,-0.040628200620994905,-18.911141920089722,0.034479015,0.27705078125,0.3129005432128906,-0.20196761190891266,1.6122486591339111,2380
1082,491520,454,240,5.6662768929682804e-08,0.0003,0.2,-0.0390785313982633,-18.91783576607704,0.03886423,0.34189453125,-2.2503933906555176,-0.23312737047672272,1.6148618459701538,2390
1086,493568,454,241,3.720387247059531e-09,0.0003,0.2,-0.0434395469550509,-18.936188018321992,0.03919339,0.29169921875,-19.13693618774414,-0.230009526014328,1.6181758642196655,2400
1090,495616,454,242,7.639283328846752e-07,0.0003,0.2,-0.052866095438366754,-18.980496919155122,0.042030357,0.31689453125,-3.4000887870788574,-0.26147890090942383,1.6267509460449219,2410
1095,497664,454,243,4.12742328891047e-09,0.0003,0.2,-0.052763846432208085,-19.013179540634155,0.048495546,0.338232421875,-3.171955108642578,-0.2616884112358093,1.635201334953308,2420
1099,499712,454,244,6.443941350572219e-10,0.0003,0.2,-0.04487131899804808,-19.055933076143265,0.0337235,0.28701171875,-4.26184606552124,-0.25010234117507935,1.6378167867660522,2430
1104,501760,454,245,4.794377845792653e-10,0.0003,0.2,-0.05032942409306997,-19.10558965206146,0.043165196,0.314794921875,-1.0126540660858154,-0.29653602838516235,1.6493984460830688,2440
1108,503808,454,246,4.3163004889018584e-10,0.0003,0.2,-0.050543631514301524,-19.14184966087341,0.036931828,0.29970703125,-7.639313697814941,-0.2555541396141052,1.6497563123703003,2450
1112,505856,454,247,1.5942282768433362e-10,0.0003,0.2,-0.04934367756650317,-19.168687176704406,0.036768414,0.297265625,-1.647108554840088,-0.29621022939682007,1.6586068868637085,2460
1117,507904,454,248,2.529341613976069e-10,0.0003,0.2,-0.04028062196157407,-19.178613597154616,0.031832952,0.2802734375,-0.6822755336761475,-0.23212596774101257,1.6567963361740112,2470
1121,509952,454,249,6.0012609858222e-11,0.0003,0.2,-0.03555829781689681,-19.164376908540724,0.031087471,0.2857421875,-51.951820373535156,-0.24078308045864105,1.6561050415039062,2480
1126,512000,454,250,1.342194075066444e-11,0.0003,0.2,-0.04178344855317846,-19.203368240594862,0.038026653,0.296484375,-6.980180740356445,-0.2736486494541168,1.6662628650665283,2490
1130,514048,454,251,6.763261754431189e-12,0.0003,0.2,-0.047914867935469375,-19.24208360314369,0.04098946,0.30732421875,-4.359688758850098,-0.25184786319732666,1.6700267791748047,2500
1135,516096,454,252,4.573398644519425e-11,0.0003,0.2,-0.0465812761336565,-19.243169206380845,0.039523125,0.307861328125,-3.6945347785949707,-0.26118215918540955,1.6676502227783203,2510
1139,518144,454,253,3.3581135051516386e-10,0.0003,0.2,-0.04280509329691995,-19.233239161968232,0.04060994,0.30380859375,-4.965274333953857,-0.2815532088279724,1.6671727895736694,2520
1143,520192,454,254,3.996612522351451e-09,0.0003,0.2,-0.05056503930827603,-19.2629134118557,0.037584238,0.3005859375,-23.989145278930664,-0.2832435667514801,1.6762523651123047,2530
1148,522240,454,255,4.627599561882016e-07,0.0003,0.2,-0.0445056515163742,-19.29699267745018,0.034590036,0.285693359375,-1.3929450511932373,-0.25761908292770386,1.679092288017273,2540
1152,524288,454,256,2.057203590033474e-07,0.0003,0.2,-0.04891440832579974,-19.336444026231767,0.034536395,0.282470703125,-1.6908648014068604,-0.26297006011009216,1.6872509717941284,2550
1156,526336,454,257,2.2268815702553012e-08,0.0003,0.2,-0.039833104293211366,-19.343199914693834,0.032578804,0.29140625,-3.6783957481384277,-0.22605153918266296,1.6832889318466187,2560
1161,528384,454,258,8.173845565673243e-09,0.0003,0.2,-0.05122794745839201,-19.318995583057404,0.039458,0.3109375,-4.4966511726379395,-0.26386743783950806,1.6788495779037476,2570
1165,530432,455,259,9.824769775165776e-09,0.0003,0.2,-0.041191068830084984,-19.323342579603196,0.03527009,0.297900390625,-12.982707977294922,-0.21414753794670105,1.6854352951049805,2580
1170,532480,455,260,1.9094737797875626e-09,0.0003,0.2,-0.04171627654577605,-19.335913544893266,0.038319882,0.304541015625,-10.118791580200195,-0.26326847076416016,1.6824724674224854,2590
1174,534528,454,261,4.980096029571363e-10,0.0003,0.2,-0.0424881652725162,-19.316322141885756,0.04280343,0.3125,-12.744783401489258,-0.22736859321594238,1.679330825805664,2600
1179,536576,454,262,6.419015725856944e-11,0.0003,0.2,-0.045668210316216575,-19.318133759498597,0.04180485,0.3,-0.42504656314849854,-0.26393499970436096,1.6833521127700806,2610
1183,538624,454,263,8.364493650430161e-07,0.0003,0.2,-0.05859439138439484,-19.3625235080719,0.05055575,0.34345703125,-3.3995704650878906,-0.2786456346511841,1.6919227838516235,2620
1188,540672,454,264,4.215751462852136e-09,0.0003,0.2,-0.051258445708663204,-19.378655505180358,0.03552482,0.308837890625,-4.233994960784912,-0.2550007104873657,1.6939518451690674,2630
1192,542720,455,265,3.1934324789574533e-10,0.0003,0.2,-0.04242527615569998,-19.403969424962998,0.03792578,0.300390625,-0.7134065628051758,-0.25852853059768677,1.6976654529571533,2640
1197,544768,455,266,1.1590024708192648e-10,0.0003,0.2,-0.04133230122097302,-19.428688234090806,0.034142308,0.3025390625,-3.4673900604248047,-0.2214905470609665,1.7002859115600586,2650
1201,546816,455,267,2.9045391570679205e-11,0.0003,0.2,-0.0368101595697226,-19.445512557029723,0.03808444,0.306005859375,-2.348170757293701,-0.23078490793704987,1.7038917541503906,2660
1206,548864,455,268,1.7847195109851974e-11,0.0003,0.2,-0.042428211143123916,-19.4442597925663,0.040133722,0.328271484375,-0.6795128583908081,-0.23479995131492615,1.7002853155136108,2670
1210,550912,455,269,1.6102683735844026e-11,0.0003,0.2,-0.04149584358092397,-19.432305079698562,0.03545587,0.29580078125,-2.8741776943206787,-0.24866807460784912,1.7015326023101807,2680
1215,552960,455,270,2.690324318397187e-10,0.0003,0.2,-0.05086375360260718,-19.469233536720274,0.04577625,0.33115234375,-1.988520860671997,-0.22789742052555084,1.710241675376892,2690
1219,555008,454,271,5.373835409213517e-10,0.0003,0.2,-0.044839200694696046,-19.487161034345625,0.04508339,0.317041015625,-15.186935424804688,-0.22603696584701538,1.7096573114395142,2700
1224,557056,455,272,1.315517159290215e-10,0.0003,0.2,-0.03980169697315432,-19.497674238681793,0.028932894,0.280810546875,-12.885004043579102,-0.23313668370246887,1.7155401706695557,2710
1228,559104,455,273,4.393715318133716e-08,0.0003,0.2,-0.04394957003241871,-19.516261208057404,0.0435838,0.305224609375,-9.808511734008789,-0.2593185007572174,1.7177956104278564,2720
