time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/value_loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/n_updates,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/loss,train/std
8,1,254,2048,,,,,,,,,,,
8,2,503,4096,1752.1766002655029,0.010844881,0.0003,0.111279296875,10,-14.176012507081031,0.0006055831909179688,-0.01968149056774564,0.2,786.251953125,0.9980953335762024
