time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/explained_variance,train/entropy_loss,train/value_loss,train/approx_kl,train/clip_range,train/std,train/policy_gradient_loss,train/clip_fraction,train/loss,train/learning_rate,train/n_updates
8439,28,6,57344,0.839067742228508,-13.331709498167038,66.43279593884945,0.021722775,0.2,0.922014594078064,-0.018938944818364688,0.22412109375,33.779136657714844,0.0003,270
8704,29,6,59392,0.8293584287166595,-13.27880637049675,70.66388778686523,0.015909709,0.2,0.9142836332321167,-0.020206474579754285,0.234912109375,8.15027904510498,0.0003,280
8966,30,6,61440,0.8371439427137375,-13.203429970145226,68.98948585093021,0.017236099,0.2,0.9090896844863892,-0.020965546341903972,0.226611328125,52.28511428833008,0.0003,290
9228,31,6,63488,0.8005291372537613,-13.161924216151238,88.01398021578788,0.019621938,0.2,0.9071540832519531,-0.019005253257637376,0.239599609375,17.260839462280273,0.0003,300
9491,32,6,65536,0.8327071964740753,-13.120552933216095,70.75732472836971,0.019163031,0.2,0.9016135334968567,-0.017966515909938606,0.255712890625,24.069482803344727,0.0003,310
9757,33,6,67584,0.8244131505489349,-13.043794167041778,75.7310329735279,0.021909641,0.2,0.8941442370414734,-0.01656435544573469,0.24140625,20.646089553833008,0.0003,320
10050,34,6,69632,0.8172653317451477,-12.96353508234024,78.08806794285775,0.023097126,0.2,0.8879847526550293,-0.018730935985513498,0.260595703125,35.2729606628418,0.0003,330
10337,35,6,71680,0.8002956658601761,-12.895932325720787,87.04739805459977,0.016204163,0.2,0.882801353931427,-0.018044801486394136,0.1923828125,27.55541229248047,0.0003,340
10615,36,6,73728,0.8347796350717545,-12.808951595425606,70.04559256732463,0.01982869,0.2,0.8754576444625854,-0.012643305635720026,0.214892578125,34.31204605102539,0.0003,350
10913,37,6,75776,0.8167366534471512,-12.752162957191468,79.32441548109054,0.028552365,0.2,0.8730653524398804,-0.016215948833269066,0.2486328125,46.58421325683594,0.0003,360
11205,38,6,77824,0.8251015543937683,-12.707068607211113,75.04096501171588,0.02270592,0.2,0.8676651120185852,-0.011177705448062625,0.23359375,40.584590911865234,0.0003,370
11490,39,6,79872,0.8149665892124176,-12.66163577735424,82.18705067038536,0.017638732,0.2,0.8650999069213867,-0.016528072609798983,0.22333984375,38.67397689819336,0.0003,380
11793,40,6,81920,0.8308893293142319,-12.631829795241355,71.85290765464306,0.023818335,0.2,0.8628336191177368,-0.013512837373127695,0.2103515625,26.580690383911133,0.0003,390
12088,41,6,83968,0.7944920212030411,-12.589581656455994,92.98469766974449,0.020422738,0.2,0.8583041429519653,-0.015633198601426555,0.228564453125,48.905670166015625,0.0003,400
12362,42,6,86016,0.834845632314682,-12.549511817097663,70.29195436835289,0.019276762,0.2,0.8581867218017578,-0.014374750285787741,0.254443359375,21.745840072631836,0.0003,410
12666,43,6,88064,0.8019088804721832,-12.561482188105582,90.3696075439453,0.018873904,0.2,0.8613015413284302,-0.011798105484922416,0.2212890625,31.059980392456055,0.0003,420
12956,44,6,90112,0.7943146377801895,-12.559116950631141,90.95684280395508,0.014770865,0.2,0.8596168756484985,-0.013908678057487123,0.198095703125,18.468000411987305,0.0003,430
