timestamp,step,episode,base_pos_x,base_pos_y,base_pos_z,base_vel_x,base_vel_y,base_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,ee1_pos_x,ee1_pos_y,ee1_pos_z,ee2_pos_x,ee2_pos_y,ee2_pos_z,ee3_pos_x,ee3_pos_y,ee3_pos_z,ee4_pos_x,ee4_pos_y,ee4_pos_z,target_x,target_y,target_z,distance_to_target,ee_target_distances,tendon_force_index,tendon_force_middle,tendon_force_ring,tendon_force_thumb,control_linear_x,control_linear_y,control_linear_z,control_angular_x,control_angular_y,control_angular_z,tactile_deformation_spans,tactile_contact_detected,reward,distance_reward,tendon_efficiency_reward,success,gpu_memory_used
1758017623.93853,1,0,-0.010754300032002801,-0.004430269094752026,0.09750053438031941,-1.293805127131428,-0.5295097986682878,1.3591943884404991,0.031461348464452144,-42.987311263743024,-17.94097544281155,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3944584808773688,0,0.3369739,0.14579883,0.3931493,0.41086456,-0.9423605,1.0,0.20934844,0.045610588,-0.39565146,0.9635504,0.0,0,0.23217050307396064,0.1391375308573545,0.13552365124225615,False,0.008577024
1758017623.9400668,2,0,0.021692513065171923,-0.009300323331174493,0.09934071483414467,3.8936175716609673,-0.5844065083706962,0.22082165445903001,5.8673460803663176,39.212109132065734,0.47515752249624654,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.37460776666237317,0,0.0,0.06981927,0.4854189,0.0,-0.8759786,0.89021254,0.72836244,0.56776136,0.7802704,-1.0,0.0,0,0.23963741676723616,0.15365601660525452,0.1437535710632801,False,0.008577024
1758017624.064497,3,"{'r': 0.5880207417667049, 'l': 3, 't': 1758017623.940967}",-0.13323964553331713,0.09453427564838311,-0.138037097545275,-18.591859031818686,12.460151877546913,-28.48533748553036,-100.0,-95.06064819731266,-38.1912739761181,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.6230002255752146,0,0.8508105,0.0,0.62975246,0.18646163,-1.0,-0.63340205,-0.07855743,0.42421812,-0.4433082,-1.0,0.0,0,0.11621282192550811,0.04437845709406051,0.13124597311019898,False,0.008577024
1758017624.0664628,4,1,-0.00929259530890889,-0.006603963321286028,0.098480088403261,-1.1184005603601588,-0.7903531058523682,1.4767408711934904,-0.00450017146699544,-46.618846971467924,-20.539510932686923,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.39372543382361735,0,0.42517653,0.19697842,0.88738835,0.0,-0.5386752,-1.0,-1.0,0.8361375,-1.0,-0.09035419,0.0,0,0.2189477453873355,0.13964843836881705,0.13301763787865636,False,0.008577024
1758017624.191881,5,1,0.08216224647820691,0.11296921499475071,0.031716531812478924,10.974581014453896,14.348781397924409,-8.01162679089385,-100.0,73.44579256848894,-65.03826891631948,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3617252502477867,0,0.7344407,1.0,0.7612736,0.75517297,-0.16354902,0.7674567,0.3088158,1.0,-0.07230942,0.073518485,0.0,0,0.2070213250834215,0.1638791109639872,0.11342751950025559,False,0.008577024
1758017624.1938448,6,"{'r': 0.425969070470757, 'l': 2, 't': 1758017624.070195}",0.0012442127325265335,-0.010214688393216731,0.09781834096832182,0.14601640461209217,-1.2236401144840525,1.3973311790007874,0.09013738736578958,-43.725441401500255,-34.64061221709683,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.38877214049873177,0,1.0,1.0,0.43769038,0.24634913,1.0,-0.7352598,1.0,-0.15260595,-0.2840232,1.0,0.0,0,0.21008250092456107,0.14315022115895515,0.11980455726385117,False,0.008577024
1758017624.195387,7,2,-0.007237182177451822,-0.03916809815109501,0.1131173017185144,-1.0177673891974028,-3.4744091709453935,1.835875290023111,27.826916777685696,-34.03672237615601,-11.120925496047576,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3975788600992452,0,0.72755235,0.52379775,0.48153666,0.6153711,1.0,-0.7813506,1.0,-1.0,-1.0,0.114962325,0.0,0,0.21655691576812375,0.1369835681996118,0.1235820972919464,False,0.008577024
1758017624.1969001,8,2,-0.10934227002304722,0.0666851578963143,0.0645062855288599,-12.252610541471448,12.702390725689117,-5.833321942758541,34.65916063482088,83.55652976393843,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4664492372623279,0,0.06511706,0.0,0.0,0.919481,0.45628038,0.4086502,-0.2611466,1.0,-0.27978063,-0.3172452,0.0,0,0.162883966620357,0.09707744797626255,0.13892327204346655,False,0.008577024
1758017624.1981373,9,2,-0.2565093267108989,0.5176683880885109,0.06458764736131611,-17.6600468025422,54.1179876230636,0.00976341989474605,-13.453875637882248,62.8603805316969,-10.340173410057133,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.6878894916216415,0,0.37413296,0.0,1.0,0.0,-0.92170703,0.9691587,0.18555148,-0.8752971,-0.17038593,1.0,0.0,0,0.08333563683403372,0.032082407305368175,0.13454100385308265,False,0.008577024
1758017624.3142123,10,2,-0.5102848906850574,0.7621407963835218,-0.08652797365551065,-30.453067676899025,29.33668899540131,-18.133874522019212,-100.0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,1.0692549468601154,0,0.13740578,0.24186626,1.0,0.27832553,-0.6523245,0.25088993,-1.0,-0.38813812,-0.7180999,0.54713756,0.0,0,0.09500092779593908,0.004765872110895772,0.13135202765464782,False,0.008577024
