time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/loss,train/approx_kl,train/std,train/clip_fraction,train/learning_rate,train/clip_range,train/value_loss,train/entropy_loss,train/explained_variance,train/n_updates
39,11,563,256000,-0.06030882589984685,0.3033909201622009,0.044858925,1.263099193572998,0.339208984375,0.0003,0.2,0.5982957432046533,-16.48711625933647,0.06804090738296509,1240
38,12,634,258048,-0.058914314900175666,0.49126988649368286,0.05625198,1.2656810283660889,0.396044921875,0.0003,0.2,0.6248998179798946,-16.515616244077684,0.03184175491333008,1250
37,13,711,260096,-0.06516781691461801,-0.014027506113052368,0.042678192,1.2672450542449951,0.341064453125,0.0003,0.2,0.6643822741229087,-16.528964668512344,0.22714871168136597,1260
36,14,791,262144,-0.07152088724251371,-0.15272969007492065,0.058857538,1.2728444337844849,0.38408203125,0.0003,0.2,0.37054029998835175,-16.561782670021056,0.10980218648910522,1270
35,15,867,264192,-0.059733668429544196,-0.18905913829803467,0.056838356,1.2742244005203247,0.398291015625,0.0003,0.2,0.4631988390116021,-16.581221526861192,0.12237578630447388,1280
34,16,944,266240,-0.06388771039491985,-0.09569014608860016,0.051927775,1.2735284566879272,0.393359375,0.0003,0.2,0.3366090134251863,-16.578922176361083,0.322101354598999,1290
34,17,1020,268288,-0.06563804054749198,-0.1777922660112381,0.05783528,1.2750593423843384,0.38994140625,0.0003,0.2,0.38680942384526135,-16.590850007534026,0.29810935258865356,1300
33,18,1094,270336,-0.060279661463573574,-0.16437415778636932,0.046218142,1.2814081907272339,0.340673828125,0.0003,0.2,0.48579862313345074,-16.625237500667573,0.5340405702590942,1310
33,19,1170,272384,-0.06654092936951202,-0.12825161218643188,0.04929091,1.285822868347168,0.37197265625,0.0003,0.2,0.5813614198938012,-16.66728991866112,0.49690377712249756,1320
25,1,79,274432,-0.05403808192641009,-0.18256884813308716,0.04673332,1.2902220487594604,0.34189453125,0.0003,0.2,0.544022796023637,-16.697877949476243,0.27418553829193115,1330
25,2,157,276480,-0.06781651407363824,-0.18110881745815277,0.063948825,1.292169213294983,0.434423828125,0.0003,0.2,0.4310914795147255,-16.727512234449385,0.3222787380218506,1340
25,3,237,278528,-0.057772629804094325,0.2106257975101471,0.052697785,1.2935714721679688,0.389453125,0.0003,0.2,0.623277698457241,-16.73229827284813,0.7271130979061127,1350
25,4,316,280576,-0.0582443316525314,0.32463622093200684,0.076404944,1.2924567461013794,0.42783203125,0.0003,0.2,0.5826363722095266,-16.73194500207901,0.4826500415802002,1360
25,5,396,282624,-0.0692810570821166,-0.15013062953948975,0.054923795,1.2944608926773071,0.399951171875,0.0003,0.2,0.4370368516538292,-16.745352452993394,0.35900360345840454,1370
26,6,461,284672,-0.06143256140057929,-0.19537858664989471,0.051002882,1.2925944328308105,0.361962890625,0.0003,0.2,0.39740965955425056,-16.73320183157921,0.4243622422218323,1380
27,7,524,286720,-0.06108360064972658,0.05636432766914368,0.069876224,1.2928740978240967,0.395556640625,0.0003,0.2,0.6653698931448162,-16.72217234969139,0.4458838105201721,1390
27,8,585,288768,-0.06890591169940308,0.06572017073631287,0.07145939,1.2966601848602295,0.433349609375,0.0003,0.2,0.3945112738059834,-16.75259788632393,0.48136240243911743,1400
