time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/clip_range,train/n_updates,train/std,train/approx_kl,train/learning_rate,train/loss,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/entropy_loss
458,4,2048,1,,,,,,,,,,,
433,9,4096,2,0.2,10,1.00066339969635,0.0113544315,0.0003,64.28692626953125,219.21474448442459,0.129248046875,-0.01462492867722176,0.0019227862358093262,-14.190056401491166
431,14,6144,3,0.2,20,1.0036077499389648,0.014348592,0.0003,126.91272735595703,74.06657539699226,0.162255859375,-0.02079918515519239,-0.016751408576965332,-14.212490931153297
418,19,8192,4,0.2,30,1.0009044408798218,0.012091631,0.0003,12.120302200317383,73.91108349785209,0.12939453125,-0.026139961220906116,0.011454105377197266,-14.205314871668815
403,25,10240,5,0.2,40,1.0014933347702026,0.014934838,0.0003,1.4472362995147705,27.476428732648493,0.153759765625,-0.03532908597844653,-0.017766356468200684,-14.203977370262146
395,31,12288,6,0.2,50,1.0002546310424805,0.017737096,0.0003,25.945682525634766,29.788035371154546,0.20625,-0.03103205906227231,0.04614830017089844,-14.204943630099297
386,37,14336,7,0.2,60,1.0007644891738892,0.008737748,0.0003,192.92042541503906,145.6081720020622,0.074755859375,-0.01730582595919259,0.019661664962768555,-14.197149726748467
