timestamp,step,episode,base_pos_x,base_pos_y,base_pos_z,base_vel_x,base_vel_y,base_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,ee1_pos_x,ee1_pos_y,ee1_pos_z,ee2_pos_x,ee2_pos_y,ee2_pos_z,ee3_pos_x,ee3_pos_y,ee3_pos_z,ee4_pos_x,ee4_pos_y,ee4_pos_z,target_x,target_y,target_z,distance_to_target,ee_target_distances,tendon_force_index,tendon_force_middle,tendon_force_ring,tendon_force_thumb,control_linear_x,control_linear_y,control_linear_z,control_angular_x,control_angular_y,control_angular_z,tactile_deformation_spans,tactile_contact_detected,reward,distance_reward,tendon_efficiency_reward,success,gpu_memory_used
1758015683.180421,11,0,0.37330127973731264,-0.21528313316977093,0.37451476826833896,-0.9897327380068961,6.25021911273358,9.905594091799362,68.09772044481666,82.21532560382546,24.398583210256483,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3863106869171936,0,0.22589427,0.3753336,1.0,0.5714985,1.0,-0.31665796,0.7538763,-0.39949635,-0.53292495,1.0,0.0,0,0.1935294248280624,0.14492289529419938,0.1255568280816078,False,0.008577024
1758015683.181366,12,0,0.5637887976303703,-0.21886172033632467,0.4137127491506772,22.858502147166917,-0.42943045998644813,4.7037577058805855,76.23172615654259,64.2010320293854,85.24435450201274,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.48844824971753514,0,1.0,0.93508244,0.73499614,0.9858622,0.7170263,0.565259,1.0,-0.34129688,-0.9956496,0.57583123,0.0,0,0.14276420814349627,0.08696572107627369,0.10887066632509232,False,0.008577024
1758015683.1822834,13,0,0.6511133045642696,-0.2373959640432412,0.3873445442758181,10.478940832067918,-2.2241092448299846,-3.164184584983087,74.48117153831926,65.39355273034872,92.75969603440457,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.5588936670267693,0,0.69449514,0.20042223,0.1763671,1.0,1.0,0.43576184,-0.93189937,-0.93740493,0.5936631,-0.4339531,0.0,0,0.11557556887435678,0.06114737560319663,0.1266980490088463,False,0.008577024
1758015683.1830707,14,0,0.6552715621347259,-0.029138259578050302,0.43308668237269554,0.49899090845475436,24.99092453582291,5.489056571625295,-9.574137189214229,80.13514913740374,59.597469492855524,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4508203099988677,0,0.91266,0.07311791,0.34192732,0.71057975,-0.6116485,0.9047273,-1.0,-1.0,-0.17096172,-0.9250391,0.0,0,0.1854029629584688,0.1049678097125429,0.12706929355859756,False,0.008577024
1758015683.1839645,15,0,0.6933339017416077,0.050961261940319885,0.3955730879086801,4.5674807528258174,9.611942582204422,-4.501631335681849,55.56098302865983,58.97865571099091,83.23621218616452,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4565419218554017,0,0.25757164,0.25258395,0.8124174,0.50894827,-1.0,1.0,-1.0,0.6048981,-1.0,-0.27290627,0.0,0,0.17474105948142277,0.102007431625645,0.12939538568258285,False,0.008577024
1758015683.1849058,16,0,0.6415415503380221,0.11849254178333797,0.5501062403829231,-6.215082168430271,8.10375358116217,18.543978296909156,-100.0,-65.30088637726593,65.92758683634509,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.4408401218180632,0,0.4600225,0.45505854,0.25639915,0.14653027,-0.64097667,-0.15283984,1.0,-0.30174172,-0.5237676,0.7980289,0.0,0,0.17938130448315298,0.11033869380805648,0.13517238244414329,False,0.008577024
1758015683.18591,17,0,0.5586033998868036,0.14474078425942236,0.4809131560262728,-9.95257805414621,3.1497890971301263,-8.303170122798035,-63.15504437118901,73.75026891011625,6.01146572695307,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3352640335506623,0,0.4246161,1.0,0.07173738,0.48304257,1.0,0.11975397,-0.8729384,1.0,0.6089328,1.0,0.0,0,0.24305076169358034,0.18706106441603437,0.127731793820858,False,0.008577024
1758015683.1881182,18,0,0.49458841626805694,0.19626182663066288,0.5641828258257982,-7.681798034249604,6.182525084548863,9.992360375943045,-78.07761311901217,-15.984250000482263,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.3283868646192262,0,1.0,0.81546026,0.01409632,1.0,0.33077595,0.5915592,0.54000866,-1.0,0.39194244,-1.0,0.0,0,0.23441772731796232,0.1936051848794552,0.11816748976707458,False,0.008577024
1758015683.1890945,19,0,0.3832319659206975,0.11417576769121593,0.575555771984865,-13.362774041683132,-9.850327072733634,1.3647535390880214,-54.80570401444725,-64.89246158323522,-95.79258521392349,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.26440411993631274,0,0.39863503,0.0,0.116419464,0.6511742,-1.0,-0.07607431,1.0,-1.0,0.17689559,-1.0,0.0,0,0.3451690069505835,0.2665960734257365,0.13687992766499518,False,0.008577024
1758015683.1905105,20,0,0.36362761785695785,0.17762625032457413,0.5267990275109279,-2.3525217676487604,7.6140579160029835,-5.8508093368724525,-5.582661626950606,93.73903435524043,77.77709272947564,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.211972501461045,0,0.29803833,1.0,0.0,0.3488422,-0.21510458,0.4852412,0.09912574,1.0,1.0,-0.40904576,0.0,0,0.40673399295741264,0.3465034487479323,0.13147259294986724,False,0.008577024
1758015683.191449,21,0,0.2887232788911215,0.06999598034924476,0.5731174174094451,-8.98852067590036,-12.915632397039525,5.5582067878220665,-55.09425011762263,-88.72009498495123,52.23240441942163,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.24016976795554135,0,0.9955383,0.8138552,0.96248853,0.07701188,0.47989556,0.27745894,0.22399196,1.0,-0.3111007,0.25835595,0.0,0,0.35629167191455324,0.3009386547631975,0.1179499438405037,False,0.008577024
1758015683.192379,22,0,0.26402926611376837,0.07141835528942135,0.5161158160981701,-2.9632815332823763,0.17068499282119093,-6.840192157352991,-90.24715840343954,8.344843716547217,-60.82466674596878,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.1842996460958936,0,0.41325158,0.0,0.4697848,1.0,-0.16696292,-0.121703036,-0.49047494,-0.54117525,1.0,0.56266177,0.0,0,0.44911729656082267,0.3979224147639857,0.12881584078073502,False,0.008577024
1758015683.1936123,23,0,0.1495818056409327,0.03617140908200102,0.5723942765856671,-13.73369525674028,-4.22963354489044,6.753415258499638,-55.85504238491214,-84.19965875566518,-60.14262787371681,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.26925819602525525,0,0.6457079,0.95580816,1.0,0.26653245,0.3653187,0.96191525,-1.0,-1.0,1.0,-0.7369524,0.0,0,0.30690082240774297,0.2602035732932296,0.11773445516824722,False,0.008577024
1758015683.1948285,24,0,0.1698162037482618,0.026492605125265523,0.5516287475915116,2.428127772879492,-1.1614564748082596,-2.4918634792986603,-59.03896184842551,100.0,-90.16829338487042,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.24967512816739545,0,0.97918636,0.35449418,0.4611784,0.06294972,-0.15999253,-1.0,0.5929048,-0.02461138,1.0,-0.7946641,0.0,0,0.34586862682470837,0.28697056173452895,0.12909965336322785,False,0.008577024
1758015683.1958156,25,0,0.09199036791097216,0.16229046631988525,0.5997959009060534,-9.339100300474758,16.295743343354367,5.780058397745015,-64.54193949705757,75.54395824043621,95.45251938828888,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.295831187511961,0,0.0,1.0,0.7592552,1.0,0.6015959,-0.7294615,1.0,-0.6941691,0.76524544,0.5624628,0.0,0,0.27166511565240303,0.22782990991862695,0.11895837932825087,False,0.008577024
1758015683.1966908,26,0,0.11472256819336121,0.14399688676948386,0.603917834973036,2.7278640338866857,-2.195229546048169,0.4946320880379145,-73.96092745516768,-84.10995813621717,-25.48465935797616,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.2877677672048281,0,1.0,0.25562263,0.7991812,0.10300881,0.17732674,0.057172135,0.07862376,1.0,1.0,-0.037251636,0.0,0,0.2833629380267061,0.23720303044728405,0.1257246083021164,False,0.008577024
1758015683.1978295,27,0,0.02330160585878803,0.16221279658607868,0.5406822875816815,-10.970515480148782,2.1859091779913804,-7.588265686962535,-57.25590218000604,75.85619324146043,-82.85420455656227,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.29648111087224477,0,0.35770404,0.4591034,0.0,0.33525556,1.0,0.9102043,0.33323964,0.34522137,-0.8962366,-0.5058105,0.0,0,0.2958377283599085,0.22709075165650316,0.13703929111361504,False,0.008577024
1758015683.19905,28,0,0.05615243480192517,0.19494230292074985,0.5611389482026529,3.942099473176457,3.9275407601605403,2.454799274516567,-52.81021544745914,20.158696719601082,81.53567708842851,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.2901315987154189,0,0.0,0.0054582953,0.9762715,0.0,-0.9351959,0.62185335,0.757687,-0.13301253,1.0,-0.30364442,0.0,0,0.2959784337378455,0.23441599311897285,0.13895553968846797,False,0.008577024
1758015683.2002926,29,0,-0.02820272138898291,0.18048604751647057,0.4969479101319342,-10.12261874290897,-1.7347506485135151,-7.70292456848624,-54.15176367456665,56.3235631572063,-14.140699360262195,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.31610099900752536,0,0.45279902,1.0,0.67541915,0.0,0.108471945,0.4276933,0.65712965,0.6814508,-0.10266551,0.8499507,0.0,0,0.2668039511509821,0.20587110806187833,0.12605754554271698,False,0.008577024
1758015683.2016609,30,0,-0.00771159109174158,0.2263410905556975,0.4662887613776543,2.4589356356689596,5.502605164707232,-3.6790978505135845,-61.98776246446692,73.88654461373073,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.2928588436653728,0,0.23135167,0.5255084,1.0,1.0,0.28971204,-0.027125746,-0.5013345,-1.0,-0.29081547,1.0,0.0,0,0.282838953917418,0.2312411396555047,0.1189853248000145,False,0.008577024
1758015683.2044013,31,0,-0.03268724200336823,0.22274358920983695,0.5447265943050602,-2.997078109395198,-0.43170016150326884,9.412539951288712,-67.83240534848724,-59.447241913232645,64.00895544934195,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.35088766449142655,0,0.49778566,0.36101,0.0,0.76590395,1.0,-0.16452052,-0.6821664,1.0,-1.0,0.016606417,0.0,0,0.2347387815214178,0.17300438768635007,0.13172212958335877,False,0.008577024
1758015683.2054288,32,0,-0.0353409366670588,0.21788060255696443,0.5101685549853436,-0.3184433596428692,-0.5835583983447014,-4.146964718365994,12.117186516915892,50.998932043275296,-28.242069130614794,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.33418736114285363,0,0.12217766,1.0,0.28686172,0.10384798,-1.0,-1.0,-0.83120424,-0.39624465,-1.0,-0.78934836,0.0,0,0.24795946922405648,0.18807079728945178,0.13298001855611802,False,0.008577024
1758015683.2064128,33,0,-0.047737947887311734,0.19637528294861473,0.5476263299314899,-1.4876413464303522,-2.5806383530019645,4.494932993537541,-65.74901276463858,92.7733665450929,62.711278375204216,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.36035360240033915,0,0.78791285,0.39951667,1.0,0.0,1.0,-1.0,-1.0,0.9790916,0.22281846,-0.6743669,0.0,0,0.21430909995554473,0.1650068960022786,0.1253914189338684,False,0.008577024
1758015683.2073634,34,0,-0.056609134383379486,0.1813469430307866,0.528977390725729,-1.0645423795281301,-1.8034007901393734,-2.237872704691295,37.20457629851451,100.0,54.92018335305384,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.356405244792625,0,1.0,0.0,1.0,1.0,0.28217587,0.8161732,1.0,0.32562262,-0.8211051,0.20807746,0.0,0,0.20368418362264595,0.1682967945588108,0.11624999999999999,False,0.008577024
1758015683.2083082,35,0,-0.03739258828891908,0.2139198072383979,0.5740511075635785,2.305985531335249,3.9087437049133547,5.408846020541931,62.712841175259896,93.2872140771519,66.87256758584385,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.36997181022513637,0,0.72435343,1.0,0.38326162,0.5320343,-0.20515624,-0.33617988,-0.7804388,1.0,0.55817324,0.4784574,0.0,0,0.1991092748686989,0.15725933027717667,0.12030394434928894,False,0.008577024
1758015683.209305,36,0,-0.04662963853440072,0.2020263895445192,0.5717304970818762,-1.1084460294577971,-1.427210123265444,-0.27847325780427706,-79.42271335660602,18.367396196134532,-59.25057827384289,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.37397901144618156,0,0.36825323,0.0,0.120075375,0.845952,-0.2018999,-1.0,0.40752485,0.51006705,-0.98003423,-1.0,0.0,0,0.21553786839026212,0.1541398368276954,0.13498934313654898,False,0.008577024
1758015683.2102573,37,0,0.02458894602335987,0.2104576299699787,0.5331283514504234,8.54623014693127,1.0117488510551382,-4.632257475774342,50.21154287121891,-36.64820047971787,-13.21448571965205,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.2966500655341179,0,0.5621219,0.76974976,0.6974543,0.67646503,-0.41328412,-1.0,1.0,-0.54228956,-0.007610558,0.5990708,0.0,0,0.28305006901388213,0.22689899245863004,0.11955985128879547,False,0.008577024
1758015683.2111998,38,0,0.011299854123036461,0.1793232004220355,0.49791417897969764,-1.5946910280388091,-3.736131545753181,-4.2257006964870865,63.6567335961422,-40.108348342557235,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.282340599397098,0,0.2732579,0.79563844,0.9624275,0.0,0.054903053,0.12362181,-0.5928566,-0.2065833,-0.29934147,0.8635935,0.0,0,0.31602325475904997,0.24372786170933305,0.1271476060152054,False,0.008577024
1758015683.2121468,39,0,0.04155452569331352,0.18069563690435406,0.53258217741264,3.630560588433247,0.16469237787822688,4.160159811953081,60.271221605531586,79.07046143426311,75.73290502993964,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.35,0.27879739846821416,0,0.3675273,1.0,0.52304953,0.17962381,0.22661293,0.9934048,-1.0,-1.0,-1.0,-1.0,0.0,0,0.3174651417588013,0.2480842203353661,0.12671024233102798,False,0.008577024
