timestamp,step,episode,base_pos_x,base_pos_y,base_pos_z,base_vel_x,base_vel_y,base_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,target_pos_x,target_pos_y,target_pos_z,distance_to_target,finger_pos_0_x,finger_pos_0_y,finger_pos_0_z,finger_pos_1_x,finger_pos_1_y,finger_pos_1_z,finger_pos_2_x,finger_pos_2_y,finger_pos_2_z,finger_pos_3_x,finger_pos_3_y,finger_pos_3_z,palm_pos_x,palm_pos_y,palm_pos_z,tactile_finger_0,tactile_finger_1,tactile_finger_2,tactile_finger_3,num_active_fingers,total_contact_force,cmd_base_linear_x,cmd_base_linear_y,cmd_base_linear_z,cmd_base_angular_x,cmd_base_angular_y,cmd_base_angular_z,cmd_tendon_0,cmd_tendon_1,cmd_tendon_2,cmd_tendon_3,filtered_base_linear_x,filtered_base_linear_y,filtered_base_linear_z,filtered_base_angular_x,filtered_base_angular_y,filtered_base_angular_z,overlap_reward,contact_penalty,proximity_reward,quality_reward,overlap_volume,num_contacts,hand_hull_volume,object_hull_volume,reward,episode_reward,success
1763554606.0758612,20,20,0.41834044,-0.66271913,1.2382734,-4.7154965,13.582559,1.3647926,-100.0,100.0,85.421646,0.26747283,0.13033868,0.26425168,1.265077,0.46167967,-0.6610771,1.2288779,0.5228772,-0.6907071,1.2412418,0.563339,-0.7340771,1.255599,0.36543077,-0.7097399,1.2296478,0.41834044,-0.66271913,1.2382734,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8212418,-0.14943872,-0.21881622,0.90391314,0.56827563,0.025477916,0.17751579,-0.95884925,-0.08209929,0.22361745,-0.0269559,0.08616495,-0.17060097,0.18788604,0.06994295,0.0,-0.0,0.0054140528066139,0.0,0.0,0,3.109028281529759e-05,0.0009782242060415256,0.0054140528066139,6.027494495628319,False
1763554606.077851,21,21,0.4007235,-0.67039436,1.2421609,-4.303091,-1.8366032,0.91067755,-56.34026,-69.034805,-41.846237,0.26747283,0.13033868,0.25882775,1.2750974,0.4135027,-0.60911304,1.2058009,0.4816257,-0.6143581,1.1958457,0.5391536,-0.6326903,1.2123189,0.3516927,-0.6736694,1.2659806,0.4007235,-0.67039436,1.2421609,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.9776642,1.0,-0.10089784,0.8633304,-0.106383786,-0.7508437,-0.07271063,-0.0853266,-0.9733422,0.1875528,-0.013657138,0.055810783,-0.1352954,0.25732902,0.12990908,0.0,-0.0,0.007104823152829133,0.0,0.0,0,3.7628598877288594e-05,0.0009782242060415254,0.007104823152829133,6.034599318781148,False
1763554606.0798597,22,22,0.70181495,-0.60986245,0.82978046,72.210915,14.528355,-98.994606,-49.503376,85.88753,82.64735,0.26747283,0.13033868,0.25323555,1.0339026,0.41552898,-0.6263345,1.1997058,0.48144913,-0.64199406,1.2138264,0.5287608,-0.6669213,1.2434003,0.32833076,-0.6647576,1.2501442,0.70181495,-0.60986245,0.82978046,0.0,0.0,0.0,0.0,0.0,0.0,0.27137676,-0.9737298,1.0,0.779302,-0.6221589,-0.20358074,0.20109805,1.0,1.0,-0.44121695,0.12759456,-0.0017195443,0.05826496,-0.10046829,0.31829733,0.17100051,0.0,-0.0,0.01763770924507463,0.06557951856294508,0.0,0,0.0004895423402638937,0.0009782242060415254,0.08321722780801971,6.117816546589168,False
1763554606.0818613,23,23,0.6920016,-0.5094752,0.9804276,-2.3832557,24.090145,36.118095,48.908775,-67.87428,71.19938,0.26747283,0.13033868,0.24747524,1.0615109,0.6856014,-0.57619476,0.779301,0.75376815,-0.56710774,0.7701043,0.8131765,-0.5672092,0.7851503,0.6384249,-0.6238327,0.8636584,0.6920016,-0.5094752,0.9804276,0.0,0.0,0.0,0.0,0.0,0.0,-0.38631424,0.947232,0.6936029,-1.0,1.0,0.42376372,-1.0,-1.0,-0.4069663,0.6107301,0.070109025,0.007008495,0.09305433,-0.06638078,0.3574052,0.19418748,0.0,-0.0,0.02334207203192691,0.042177799132547045,0.0,0,0.00035053612684733004,0.0009782242060415254,0.06551987116447396,6.183336417753642,False
1763554606.0837927,24,24,0.52212423,-0.46734226,1.0643339,-40.77908,10.099284,20.080593,-36.302624,100.0,49.425606,0.26747283,0.13033868,0.24154691,1.048355,0.6788765,-0.47087964,0.93273264,0.7403372,-0.4411092,0.94773364,0.79075813,-0.4296194,0.980282,0.62995905,-0.54694164,0.9909534,0.52212423,-0.46734226,1.0643339,0.0,0.0,0.0,0.0,0.0,0.0,0.14463878,1.0,0.44083685,-1.0,0.70964503,-0.28627324,-0.16487905,0.3365168,-0.36879647,0.4817815,0.02129122,0.03152856,0.14231923,-0.059655953,0.3927546,0.20743856,0.0,-0.0,0.02027735633959286,0.04131056483036133,0.0,0,0.00034538475509234614,0.0009782242060415254,0.06158792116995419,6.244924338923596,False
1763554606.0857408,25,25,0.40056604,-0.23152266,0.73285365,-29.163456,56.562233,-79.628555,-66.45174,-76.58999,61.48863,0.26747283,0.13033868,0.23545066,0.6293387,0.48305434,-0.4413845,1.0226395,0.53686833,-0.39844266,1.0087111,0.5916513,-0.37294614,1.016645,0.479116,-0.5119556,1.1036047,0.40056604,-0.23152266,0.73285365,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-0.5579705,0.12252133,-1.0,0.39905646,0.8656967,-0.50217324,0.2873478,-0.4146499,-0.026273763,0.08616209,0.18322316,-0.079792105,0.4175971,0.21177281,0.0,-0.0,0.12811183532895343,0.0,0.0,0,2.4096010601198746e-05,0.0009782242060415254,0.12811183532895343,6.373036174252549,False
1763554606.0876992,26,26,0.23358801,-0.0978456,0.5642466,-40.04228,32.024647,-40.54483,-71.49799,-74.0109,51.148018,0.26747283,0.13033868,0.22918658,0.4067941,0.37379587,-0.22826917,0.67632705,0.41890216,-0.17528614,0.6654138,0.45989576,-0.13291858,0.6816368,0.3567697,-0.27655792,0.7707567,0.23358801,-0.0978456,0.5642466,0.0,0.0,0.0,0.0,0.0,0.0,-0.29399285,-0.78292906,-0.25262707,-0.97196186,1.0,0.7171667,0.1515809,1.0,0.72859687,1.0,-0.08111884,0.14462686,0.19782287,-0.10817636,0.4173937,0.21863402,0.0,-0.0,0.40578778298047546,0.05067898406507676,0.0,0,0.00040103316534655564,0.0009782242060415254,0.4564667670455522,6.829502941298101,False
1763554606.0896335,27,27,0.03851052,-0.12627189,0.54757607,-46.76415,-6.897002,-4.0786138,-99.624855,74.96345,72.68618,0.26747283,0.13033868,0.22275482,0.47305554,0.22665429,-0.11574525,0.5047746,0.26225153,-0.056393508,0.4902593,0.29267395,-0.00550632,0.50087595,0.18763492,-0.14119495,0.60159725,0.03851052,-0.12627189,0.54757607,0.0,0.0,0.0,0.0,0.0,0.0,-0.2290592,1.0,0.33710298,-1.0,-1.0,1.0,-0.8857715,0.4979673,-0.28667116,0.38474637,-0.13612252,0.18672928,0.19422549,-0.15203862,0.40133852,0.24239598,0.0,-0.0,0.6587169708038996,0.04097293625404763,0.0,0,0.0003433792413490435,0.0009782242060415254,0.6996899070579472,7.529192848356049,False
1763554606.0916007,28,28,-0.0025587948,-0.20310824,0.5765441,-9.787947,-18.528435,6.8732567,-93.00277,-100.0,53.292564,0.26747283,0.13033868,0.21615547,0.56034267,0.024749216,-0.16948766,0.5046726,0.034939278,-0.11722739,0.45854348,0.038784157,-0.057272825,0.44350356,0.020508254,-0.15797219,0.6113588,-0.0025587948,-0.20310824,0.5765441,0.0,0.0,0.0,0.0,0.0,0.0,0.76456845,-0.33930546,1.0,-0.17720893,0.3052307,-0.66643554,-0.64754355,0.26043546,-0.8864421,-0.46267563,-0.17172095,0.21928541,0.19769134,-0.20886213,0.36748856,0.27036545,0.0,-0.0,0.4957156912020859,0.0,0.0,0,5.292887177022173e-05,0.0009782242060415256,0.4957156912020859,8.024908539558135,False
1763554606.0929768,29,29,0.40932688,-0.46408427,0.16023518,98.923096,-62.72882,-100.0,-70.6489,-93.960556,56.522427,0.26747283,0.13033868,0.20938866,0.6130883,0.008654773,-0.25961378,0.5526128,0.033972785,-0.2248954,0.4978842,0.035596196,-0.17427045,0.46105868,-0.041956257,-0.21650864,0.63730264,0.40932688,-0.46408427,0.16023518,0.0,0.0,0.0,0.0,0.0,0.0,0.30753583,-0.18654017,-0.03765346,-0.092720054,0.05111115,1.0,0.967513,-0.19173099,0.79416794,-0.59324664,-0.17633708,0.23642504,0.21464008,-0.25694603,0.32508966,0.28721824,0.0,-0.0,0.3257079961410511,0.03495483968825985,0.0,0,0.0003076317477482634,0.0009782242060415254,0.36066283582931097,8.385571375387446,False
