time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/value_loss,train/clip_fraction,train/entropy_loss,train/n_updates,train/explained_variance,train/clip_range,train/std,train/loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss
317440,52,6068,155,2324.9516914367678,0.02841796875,-17.36766462922096,1540,-1.923293113708496,0.2,1.3804526329040527,1258.5008544921875,0.006532794,0.0003,-0.012483380545018009
319488,51,6153,156,1515.7120479583741,0.043408203125,-17.379116410017012,1550,-0.5910868644714355,0.2,1.3824427127838135,260.6408386230469,0.008709946,0.0003,-0.015125772851752118
321536,51,6239,157,760.338720369339,0.0865234375,-17.3885519862175,1560,-0.7234169244766235,0.2,1.3832497596740723,201.6104278564453,0.012109937,0.0003,-0.020386379289266187
323584,51,6325,158,554.4513315916062,0.1025390625,-17.38466495871544,1570,-0.7018083333969116,0.2,1.3813621997833252,94.14500427246094,0.013128076,0.0003,-0.02250423092773417
325632,50,6409,159,325.4732257246971,0.14375,-17.385563671588898,1580,-1.6385083198547363,0.2,1.3825924396514893,60.52743911743164,0.016314209,0.0003,-0.024660158078040693
327680,50,6494,160,185.5060581445694,0.17236328125,-17.395406341552736,1590,-0.9803582429885864,0.2,1.3854671716690063,37.46634292602539,0.018542705,0.0003,-0.02783131797623355
329728,50,6580,161,186.015631711483,0.166650390625,-17.431812727451323,1600,-2.6640725135803223,0.2,1.3956067562103271,35.051265716552734,0.017260553,0.0003,-0.025266569621453527
331776,49,6667,162,109.45605341792107,0.19384765625,-17.507543474435806,1610,-1.6147701740264893,0.2,1.4060633182525635,36.11394500732422,0.020898888,0.0003,-0.029736006223538426
333824,49,6753,163,84.69452691674232,0.23212890625,-17.577431511878967,1620,-1.867661952972412,0.2,1.4127100706100464,56.8018913269043,0.025828972,0.0003,-0.028893878744565882
335872,49,6841,164,79.01130699515343,0.2345703125,-17.631749057769774,1630,-2.652503252029419,0.2,1.4205875396728516,21.43581199645996,0.02720297,0.0003,-0.029833188065094874
337920,48,6929,165,54.74703758358955,0.22294921875,-17.666794741153716,1640,-3.000643730163574,0.2,1.4275195598602295,12.213116645812988,0.023232752,0.0003,-0.029585160843271296
339968,48,7018,166,38.00150096714496,0.226513671875,-17.696803110837937,1650,-3.0123724937438965,0.2,1.4297833442687988,10.630107879638672,0.022174452,0.0003,-0.029253916657762603
342016,48,7107,167,35.847784185409544,0.251416015625,-17.74991869330406,1660,-2.8020944595336914,0.2,1.438104510307312,9.563581466674805,0.029432336,0.0003,-0.0291195137280738
344064,47,7197,168,39.892800864577296,0.253955078125,-17.77763040661812,1670,-1.7629778385162354,0.2,1.442327618598938,15.12741470336914,0.026251582,0.0003,-0.03220868937278283
346112,47,7287,169,27.343400686979294,0.2646484375,-17.82110069990158,1680,-3.681581974029541,0.2,1.450132131576538,7.110935688018799,0.024411261,0.0003,-0.027573223915533164
348160,47,7382,170,25.030860239267348,0.263916015625,-17.88359316587448,1690,-0.9839386940002441,0.2,1.45784330368042,6.471498966217041,0.0309789,0.0003,-0.03404535278095864
350208,46,7477,171,25.876925325393678,0.2583984375,-17.923340821266173,1700,-2.5137715339660645,0.2,1.4644839763641357,9.588529586791992,0.02584681,0.0003,-0.03430462025862653
352256,46,7573,172,48.59453102350235,0.19345703125,-17.977706325054168,1710,-8.528603553771973,0.2,1.472700834274292,14.845778465270996,0.018234326,0.0003,-0.02224099979212042
354304,46,7671,173,14.016887737810611,0.241943359375,-18.0485582113266,1720,-3.4748969078063965,0.2,1.4860327243804932,3.421501636505127,0.024775751,0.0003,-0.032770620836527084
356352,45,7770,174,16.974767577648162,0.20732421875,-18.141799420118332,1730,-1.3159916400909424,0.2,1.5011954307556152,4.365837097167969,0.021080501,0.0003,-0.03294593773171073
358400,45,7870,175,21.241320648789404,0.208447265625,-18.190841609239577,1740,-2.9986252784729004,0.2,1.501224160194397,5.769991874694824,0.021777678,0.0003,-0.028267330580274575
360448,45,7970,176,12.342074939608574,0.248876953125,-18.235676234960557,1750,-1.5561091899871826,0.2,1.5117733478546143,7.275246620178223,0.024010338,0.0003,-0.03267126138089225
362496,44,8074,177,14.27536370307207,0.22841796875,-18.26663308739662,1760,-3.199902057647705,0.2,1.5139391422271729,3.3285930156707764,0.023690019,0.0003,-0.02929988432006212
364544,44,8179,178,23.2654722943902,0.2130859375,-18.306686317920686,1770,-1.8464281558990479,0.2,1.5222607851028442,6.6135711669921875,0.020831786,0.0003,-0.03333529699302744
366592,44,8280,179,13.308388386666774,0.206884765625,-18.353060603141785,1780,-1.2604398727416992,0.2,1.5262014865875244,4.351639747619629,0.021033127,0.0003,-0.031129773720749654
368640,43,8385,180,13.264779110252856,0.22529296875,-18.394382601976396,1790,-1.212265968322754,0.2,1.5346028804779053,3.1788148880004883,0.024652043,0.0003,-0.0379461141070351
370688,43,8492,181,10.250950115919114,0.216748046875,-18.43439664840698,1800,-1.5035991668701172,0.2,1.5400549173355103,4.199303150177002,0.021984005,0.0003,-0.0337282020933344
372736,43,8595,182,17.340840239822864,0.195556640625,-18.47722772359848,1810,-0.5606507062911987,0.2,1.5477885007858276,5.802369594573975,0.020017933,0.0003,-0.0299285746878013
374784,43,8691,183,17.062395116686822,0.2091796875,-18.52270485162735,1820,-0.6989343166351318,0.2,1.5533885955810547,5.872771739959717,0.020439304,0.0003,-0.028193852229742335
376832,42,8790,184,8.824302395433188,0.242626953125,-18.54922548532486,1830,-2.9588444232940674,0.2,1.5578612089157104,3.3794991970062256,0.024671359,0.0003,-0.03530277142563136
378880,42,8885,185,15.074088789522648,0.23603515625,-18.558390432596205,1840,-1.6999013423919678,0.2,1.5580840110778809,5.24332857131958,0.02343777,0.0003,-0.02747327990618942
380928,42,8982,186,20.989279907941818,0.2029296875,-18.582546961307525,1850,-4.231657981872559,0.2,1.5646202564239502,6.832133769989014,0.019798359,0.0003,-0.025291364104487003
382976,42,9081,187,23.966263788938523,0.2015625,-18.604826319217683,1860,-1.0724124908447266,0.2,1.566044569015503,8.392219543457031,0.0179798,0.0003,-0.025357702308974696
385024,41,9181,188,23.20349513143301,0.188330078125,-18.638080751895906,1870,-0.9024778604507446,0.2,1.574521780014038,5.279151439666748,0.01850076,0.0003,-0.027130191563628614
387072,41,9278,189,19.16529459953308,0.21376953125,-18.68460769057274,1880,-0.674225926399231,0.2,1.5805542469024658,8.398372650146484,0.022790425,0.0003,-0.03228877416695468
389120,41,9377,190,10.837320825457573,0.23115234375,-18.71225881576538,1890,-1.266251564025879,0.2,1.5849376916885376,6.924735069274902,0.027303115,0.0003,-0.030499267656705343
391168,41,9476,191,11.601895512640477,0.23603515625,-18.735384809970856,1900,-1.2397596836090088,0.2,1.5889531373977661,5.437093257904053,0.021798486,0.0003,-0.03222948682378046
393216,41,9574,192,11.736052685976029,0.23671875,-18.783691698312758,1910,-0.9971623420715332,0.2,1.5987353324890137,6.4543867111206055,0.021882426,0.0003,-0.031094422335445415
395264,40,9674,193,17.533318056166173,0.198681640625,-18.83319411277771,1920,-1.0209510326385498,0.2,1.6056960821151733,7.64209508895874,0.019492568,0.0003,-0.02861842974962201
397312,40,9764,194,10.612210260331631,0.21376953125,-18.84779417514801,1930,-1.3224012851715088,0.2,1.6046667098999023,2.3482863903045654,0.022949435,0.0003,-0.028685406917065847
399360,40,9845,195,13.802597583830357,0.229736328125,-18.87056671977043,1940,-0.8834923505783081,0.2,1.6122363805770874,3.3418264389038086,0.020748463,0.0003,-0.03181282170116902
401408,40,9925,196,10.370044969767331,0.215869140625,-18.90546846985817,1950,-0.7784600257873535,0.2,1.6178247928619385,3.6637980937957764,0.02108222,0.0003,-0.03202913342829561
403456,40,10005,197,13.476247447729111,0.221875,-18.930821424722673,1960,-3.3120594024658203,0.2,1.6197550296783447,6.116170406341553,0.021099478,0.0003,-0.03203781074407743
405504,40,10087,198,10.892662124335766,0.238818359375,-18.949000054597853,1970,-0.5012133121490479,0.2,1.6247495412826538,3.385427474975586,0.02328432,0.0003,-0.03346303169964813
407552,38,10547,199,14.060215815901756,0.230224609375,-18.978757798671722,1980,-1.80299711227417,0.2,1.6286725997924805,3.616971015930176,0.02063896,0.0003,-0.02794642538938206
409600,4,91153,200,12.093580377101897,0.192138671875,-19.001876002550127,1990,-1.6547789573669434,0.2,1.6318027973175049,5.228761196136475,0.01951004,0.0003,-0.02941154040163383
411648,4,91240,201,12.726242812722921,0.229443359375,-19.014622110128403,2000,-2.1821999549865723,0.2,1.6366863250732422,3.2772064208984375,0.023365606,0.0003,-0.029861504155269357
413696,4,91325,202,12.89867768138647,0.21455078125,-19.05369252562523,2010,-1.271562099456787,0.2,1.6445302963256836,3.17696475982666,0.0213364,0.0003,-0.028931250744790304
415744,4,91409,203,9.535041472315788,0.24228515625,-19.09559862613678,2020,-0.552560567855835,0.2,1.6495329141616821,2.805260419845581,0.021590013,0.0003,-0.035256801842479035
417792,4,91494,204,12.93721283748746,0.194677734375,-19.130813711881636,2030,-1.48500394821167,0.2,1.6565688848495483,3.7511303424835205,0.01905701,0.0003,-0.02984918949077837
419840,4,91579,205,11.16851909160614,0.22041015625,-19.162472701072694,2040,-1.3485362529754639,0.2,1.6618372201919556,3.285313606262207,0.022553518,0.0003,-0.030499042211158667
421888,4,91663,206,8.478690221160651,0.2509765625,-19.208071452379226,2050,-1.2864954471588135,0.2,1.6688369512557983,3.1602864265441895,0.024577636,0.0003,-0.02999900364811765
423936,4,91750,207,12.469779916107655,0.250439453125,-19.247974759340288,2060,-0.20064568519592285,0.2,1.6759182214736938,2.5470528602600098,0.02418049,0.0003,-0.03713870850915555
425984,4,91837,208,11.057861460745334,0.207421875,-19.289123946428298,2070,-0.44324004650115967,0.2,1.6819034814834595,4.916022777557373,0.017622974,0.0003,-0.028992788525647482
428032,4,91925,209,10.21630222722888,0.211865234375,-19.313725924491884,2080,-0.6231610774993896,0.2,1.6845566034317017,2.4002439975738525,0.022773702,0.0003,-0.0332414281234378
430080,4,92014,210,10.739915798604489,0.248974609375,-19.334607923030852,2090,-0.979986310005188,0.2,1.687986135482788,9.376096725463867,0.025354443,0.0003,-0.033458249557588714
432128,4,92102,211,6.886231397837401,0.25712890625,-19.364088279008865,2100,-0.3158513307571411,0.2,1.693733811378479,5.389237403869629,0.02738694,0.0003,-0.0351292277162429
434176,4,92191,212,13.681640829145909,0.256103515625,-19.366783851385115,2110,-0.5076906681060791,0.2,1.6914609670639038,6.0659260749816895,0.02304896,0.0003,-0.03271556822728598
436224,4,92302,213,18.415919798612595,0.185791015625,-19.375830286741255,2120,-0.3794875144958496,0.2,1.6950724124908447,10.258536338806152,0.019007921,0.0003,-0.028800078434869647
438272,4,92410,214,9.472386696189641,0.234326171875,-19.419388592243195,2130,-2.2376115322113037,0.2,1.7065805196762085,3.012866497039795,0.02294958,0.0003,-0.028258460172219203
440320,4,92527,215,8.090018437057733,0.25302734375,-19.487510269880296,2140,-1.3275175094604492,0.2,1.7153934240341187,2.8468987941741943,0.025416583,0.0003,-0.028379562387999612
442368,4,92646,216,10.886381147801876,0.197607421875,-19.52705060839653,2150,-0.5203725099563599,0.2,1.721544861793518,4.329894065856934,0.020358168,0.0003,-0.030405381240416317
444416,4,92761,217,7.329990180954337,0.274755859375,-19.550069397687913,2160,-0.3832460641860962,0.2,1.7211952209472656,2.6611831188201904,0.028039806,0.0003,-0.03682634739743662
446464,4,92874,218,11.402885643392802,0.22021484375,-19.584966963529588,2170,-2.3311076164245605,0.2,1.7298002243041992,6.844429969787598,0.024692945,0.0003,-0.031017400680866558
448512,4,92976,219,8.711668679118157,0.253076171875,-19.62687680721283,2180,-0.49725544452667236,0.2,1.7388057708740234,2.219813823699951,0.022082653,0.0003,-0.03174024151812773
450560,4,93084,220,11.354804988205434,0.202001953125,-19.699146431684493,2190,-1.0873568058013916,0.2,1.7489683628082275,3.9179282188415527,0.020742703,0.0003,-0.031010163547762204
452608,4,93198,221,16.188361291587352,0.189599609375,-19.72760941386223,2200,-0.7238589525222778,0.2,1.7527539730072021,3.760392189025879,0.01936235,0.0003,-0.030580479837954044
454656,4,93318,222,9.566021598875523,0.227197265625,-19.754095757007597,2210,-0.5487107038497925,0.2,1.7581894397735596,4.744220733642578,0.023417369,0.0003,-0.03354089861968532
456704,4,93429,223,11.48195710927248,0.245361328125,-19.79009153842926,2220,-0.23025918006896973,0.2,1.763777494430542,5.19465970993042,0.022583582,0.0003,-0.03555914824319188
458752,4,93548,224,8.516876198351383,0.243212890625,-19.829254353046416,2230,-0.788048505783081,0.2,1.7703857421875,5.929741382598877,0.023491636,0.0003,-0.03701181346550584
460800,4,93668,225,11.378755167871713,0.233935546875,-19.849148494005203,2240,-0.9648617506027222,0.2,1.7732778787612915,5.1164870262146,0.02443606,0.0003,-0.03348900743148988
462848,4,93793,226,9.29580677896738,0.22880859375,-19.86456153392792,2250,-0.5009548664093018,0.2,1.7774229049682617,3.5090556144714355,0.021402488,0.0003,-0.03416335436922964
464896,4,93912,227,10.422076973319054,0.248681640625,-19.909147691726684,2260,-0.3273913860321045,0.2,1.785982370376587,6.30760383605957,0.023553375,0.0003,-0.036929132822842804
466944,4,94013,228,7.067531905323267,0.245556640625,-19.929286980628966,2270,-1.084538459777832,0.2,1.7862224578857422,1.826936960220337,0.023441887,0.0003,-0.03530809736766969
468992,4,94115,229,12.28517701625824,0.215478515625,-19.948466235399245,2280,-0.19258439540863037,0.2,1.793760895729065,4.9582014083862305,0.020014158,0.0003,-0.03494240268046269
471040,4,94218,230,7.853518152981996,0.2251953125,-19.957389664649963,2290,-0.5067554712295532,0.2,1.791717767715454,2.888511896133423,0.021898776,0.0003,-0.02878240444842959
473088,5,94321,231,16.51342806071043,0.22333984375,-19.970800536870957,2300,-0.7410663366317749,0.2,1.7977842092514038,6.098231315612793,0.019283831,0.0003,-0.031175921100657433
475136,5,94425,232,10.884641593694687,0.2033203125,-20.016749984025957,2310,-0.3893587589263916,0.2,1.8059049844741821,5.808177471160889,0.020185534,0.0003,-0.033717149253061504
477184,5,94534,233,12.412214748561382,0.1982421875,-20.06577550172806,2320,-0.4232677221298218,0.2,1.8139060735702515,4.00692081451416,0.019881543,0.0003,-0.030537535595067312
479232,5,94671,234,10.892304463684559,0.2091796875,-20.08786397576332,2330,-0.39237284660339355,0.2,1.8156726360321045,2.8180904388427734,0.017853934,0.0003,-0.030510143519495613
481280,5,94801,235,6.706678297370672,0.229052734375,-20.113661968708037,2340,-1.1395173072814941,0.2,1.8222068548202515,1.7477974891662598,0.020375326,0.0003,-0.030265127352322452
483328,5,94930,236,8.409007248282432,0.213623046875,-20.154538118839262,2350,-0.5015754699707031,0.2,1.8284924030303955,3.1443309783935547,0.018342746,0.0003,-0.03159707648010226
485376,5,95062,237,8.124049846082926,0.24560546875,-20.166478806734084,2360,-0.36494696140289307,0.2,1.828894019126892,3.37007737159729,0.024609461,0.0003,-0.033967000259144696
487424,5,95184,238,7.825241279602051,0.197705078125,-20.190191286802293,2370,-1.2447082996368408,0.2,1.8368663787841797,3.003391981124878,0.019875173,0.0003,-0.03613516265177168
489472,5,95311,239,8.3367101483047,0.23125,-20.233921945095062,2380,-2.145415782928467,0.2,1.8418819904327393,2.6454451084136963,0.024093837,0.0003,-0.03282343887840398
491520,5,95435,240,13.992207098007203,0.190185546875,-20.256500494480132,2390,-0.5761778354644775,0.2,1.8446239233016968,6.795069694519043,0.018241424,0.0003,-0.03048556808498688
493568,5,95554,241,10.5070146843791,0.211083984375,-20.288847082853316,2400,-0.5876085758209229,0.2,1.8556573390960693,3.0357606410980225,0.020596642,0.0003,-0.03584200180193875
495616,5,95678,242,7.116723155975341,0.24365234375,-20.33709501028061,2410,-0.5546962022781372,0.2,1.8625919818878174,2.7440624237060547,0.023145977,0.0003,-0.033422199870983604
497664,5,95804,243,12.174555145204067,0.219873046875,-20.364448326826096,2420,-0.2360299825668335,0.2,1.865674376487732,6.436067581176758,0.021638233,0.0003,-0.036952022981859046
499712,5,95929,244,8.738329943269491,0.2265625,-20.403796100616454,2430,-0.5172083377838135,0.2,1.877689003944397,2.3202414512634277,0.021509886,0.0003,-0.03070941302139545
501760,5,96058,245,11.876020914316177,0.233349609375,-20.449716752767564,2440,-0.10627508163452148,0.2,1.8862361907958984,4.065383434295654,0.023885746,0.0003,-0.03357293128501624
503808,5,96180,246,11.655631478130818,0.2,-20.470614445209502,2450,-0.2623178958892822,0.2,1.8847802877426147,6.541205883026123,0.018649347,0.0003,-0.03240142888826085
505856,5,96297,247,9.0671432569623,0.218017578125,-20.510279613733292,2460,-0.5396116971969604,0.2,1.8971751928329468,3.4604992866516113,0.02215042,0.0003,-0.03532552900724113
507904,5,96413,248,5.848029214143753,0.23798828125,-20.55192165374756,2470,-0.8115153312683105,0.2,1.900435209274292,1.2526475191116333,0.024774851,0.0003,-0.03432061602943577
509952,5,96529,249,8.980604223161937,0.216796875,-20.58250379562378,2480,-0.6816521883010864,0.2,1.909198522567749,3.6648590564727783,0.021420013,0.0003,-0.03297447034128709
512000,5,96648,250,14.145378731191158,0.198876953125,-20.630872720479964,2490,-0.5431419610977173,0.2,1.9186952114105225,3.227707862854004,0.019153954,0.0003,-0.031710000829480126
514048,5,96765,251,8.203531631082296,0.244140625,-20.670827543735506,2500,-0.5238323211669922,0.2,1.9242852926254272,2.927384853363037,0.023107745,0.0003,-0.03607766379718669
516096,5,96881,252,10.535247021913529,0.245361328125,-20.69567864537239,2510,-0.5226584672927856,0.2,1.927494764328003,5.084955215454102,0.023133248,0.0003,-0.036605209269328046
518144,5,96996,253,9.477601251006126,0.242919921875,-20.726081842184065,2520,-0.359921932220459,0.2,1.9358078241348267,1.8206627368927002,0.026767194,0.0003,-0.03639240585034713
520192,5,97113,254,9.636916105449199,0.220556640625,-20.755545753240586,2530,-0.691454291343689,0.2,1.9393482208251953,2.6191623210906982,0.020932823,0.0003,-0.032091138175746894
522240,5,97227,255,7.770187268406152,0.20712890625,-20.793671309947968,2540,-0.38882625102996826,0.2,1.9484889507293701,4.353972434997559,0.019976972,0.0003,-0.0344311796608963
524288,5,97341,256,4.8869134649634365,0.286962890625,-20.820952171087264,2550,-0.834037184715271,0.2,1.9508628845214844,1.226409673690796,0.029495126,0.0003,-0.03664834469236666
526336,5,97457,257,8.287509236484766,0.2615234375,-20.816755717992784,2560,-0.7316039800643921,0.2,1.950638771057129,2.9826669692993164,0.025909994,0.0003,-0.037801071975263764
528384,5,97574,258,11.226988914236426,0.22099609375,-20.85437130331993,2570,-0.5259479284286499,0.2,1.9643350839614868,3.766761541366577,0.020044997,0.0003,-0.030822049101698213
530432,5,97692,259,9.228887547552585,0.227880859375,-20.900237846374512,2580,-0.4348205327987671,0.2,1.970008134841919,3.431098222732544,0.021040445,0.0003,-0.0363691073624068
532480,5,97808,260,8.936933913081884,0.228271484375,-20.91357614994049,2590,-0.8536373376846313,0.2,1.9674465656280518,4.714790344238281,0.023289334,0.0003,-0.03008343262335984
534528,5,97926,261,10.335073402523994,0.23564453125,-20.912610602378845,2600,-0.5125385522842407,0.2,1.9744560718536377,7.171356201171875,0.020683696,0.0003,-0.03559121057478478
536576,5,98044,262,8.413071518391371,0.225390625,-20.929340213537216,2610,-0.2370854616165161,0.2,1.9760510921478271,1.7354847192764282,0.02170131,0.0003,-0.033757949981372805
538624,5,98163,263,6.9801555655896665,0.256884765625,-20.95367048382759,2620,-0.12415552139282227,0.2,1.98211669921875,1.8464089632034302,0.023335481,0.0003,-0.03741337708634092
540672,5,98282,264,8.80046405568719,0.218359375,-20.976591432094573,2630,-0.24807822704315186,0.2,1.9845634698867798,3.5817856788635254,0.021678116,0.0003,-0.0341833071957808
542720,5,98402,265,14.828551544249057,0.2060546875,-20.99070850610733,2640,-0.12478446960449219,0.2,1.9899652004241943,12.00638198852539,0.0205067,0.0003,-0.029407592590723654
544768,5,98524,266,15.78673937767744,0.17041015625,-20.993927812576295,2650,-0.44265758991241455,0.2,1.9876387119293213,6.05360746383667,0.017127594,0.0003,-0.029747797158779576
546816,5,98645,267,11.490826648473739,0.221826171875,-21.0249116897583,2660,-0.17479193210601807,0.2,2.000321865081787,4.5036725997924805,0.021916363,0.0003,-0.03377603929839097
548864,5,98767,268,11.945157354325056,0.22265625,-21.09166076183319,2670,-0.4479684829711914,0.2,2.0124363899230957,2.9062440395355225,0.020608975,0.0003,-0.030252487809048035
550912,5,98890,269,11.975954054296016,0.15859375,-21.136734294891358,2680,-0.48503994941711426,0.2,2.0189425945281982,6.521519184112549,0.018304491,0.0003,-0.027445868519862415
552960,5,99009,270,18.853482711315156,0.1908203125,-21.16960065960884,2690,-0.6300623416900635,0.2,2.027972936630249,13.132466316223145,0.019856475,0.0003,-0.030733149587467777
555008,5,99133,271,7.290793587267399,0.250146484375,-21.19604372382164,2700,-0.31705760955810547,0.2,2.0312936305999756,2.616440534591675,0.024715494,0.0003,-0.035715429492120164
557056,5,99257,272,11.781286336481571,0.22138671875,-21.23026497364044,2710,-0.62498939037323,0.2,2.040192127227783,4.07186222076416,0.020362485,0.0003,-0.03309704877610784
559104,5,99382,273,9.296420066803694,0.22265625,-21.26746309399605,2720,-0.2569218873977661,0.2,2.0479562282562256,6.620443344116211,0.020484198,0.0003,-0.03250653362920275
561152,5,99507,274,7.849169128388167,0.23779296875,-21.300727182626723,2730,-0.5290048122406006,0.2,2.0529990196228027,6.123612403869629,0.02345396,0.0003,-0.03129744255638798
563200,5,99632,275,10.278171764314175,0.175244140625,-21.322564941644668,2740,-0.8789095878601074,0.2,2.0578320026397705,2.6069388389587402,0.019543659,0.0003,-0.02831909077358432
565248,5,99759,276,11.10488553866744,0.209033203125,-21.376225584745406,2750,-0.568434476852417,0.2,2.0706825256347656,5.802171230316162,0.019941567,0.0003,-0.03148806848184904
567296,5,99887,277,12.007217498123646,0.20654296875,-21.39600039124489,2760,-0.30245018005371094,0.2,2.073371171951294,4.129838943481445,0.020792982,0.0003,-0.03483465515600983
569344,5,100015,278,11.973422548174858,0.233056640625,-21.408880168199538,2770,-0.2704601287841797,0.2,2.0733795166015625,5.216551303863525,0.02356267,0.0003,-0.03664056896232069
571392,5,100144,279,9.051946339011192,0.24765625,-21.42946105003357,2780,-0.405642032623291,0.2,2.0810446739196777,2.439605712890625,0.022874236,0.0003,-0.03496288055903278
573440,5,100274,280,9.996660263836384,0.238818359375,-21.456538289785385,2790,-0.3593151569366455,0.2,2.0846059322357178,3.73154354095459,0.023294283,0.0003,-0.036413067010289527
575488,5,100404,281,9.87409911006689,0.220751953125,-21.51759057044983,2800,-0.2169855833053589,0.2,2.1053507328033447,5.349972724914551,0.02288982,0.0003,-0.034980281026219015
577536,5,100535,282,9.723787501454353,0.249755859375,-21.590374374389647,2810,-0.30690598487854004,0.2,2.116027593612671,3.265359401702881,0.023544785,0.0003,-0.038581590133253484
579584,5,100666,283,9.854291795939208,0.208984375,-21.604496318101884,2820,-0.5164906978607178,0.2,2.114405393600464,1.7403994798660278,0.021784507,0.0003,-0.03152586837968556
581632,5,100798,284,4.898291440680623,0.264697265625,-21.62548894286156,2830,-1.052619218826294,0.2,2.1231868267059326,2.5792386531829834,0.030197633,0.0003,-0.03468747951701516
583680,5,100930,285,7.709941193461418,0.227978515625,-21.673987877368926,2840,-1.5544846057891846,0.2,2.1300458908081055,2.55021333694458,0.025142845,0.0003,-0.02993287467106711
585728,5,101063,286,9.443423237651587,0.19931640625,-21.693362379074095,2850,-0.21696555614471436,0.2,2.134511947631836,3.3028502464294434,0.016956588,0.0003,-0.0330973946431186
587776,5,101198,287,9.154658029228449,0.21533203125,-21.727269834280015,2860,-0.7893717288970947,0.2,2.144395112991333,2.969632387161255,0.021642098,0.0003,-0.03282532128068851
589824,5,101333,288,14.576270587742329,0.17978515625,-21.786525863409043,2870,-0.22354650497436523,0.2,2.159651041030884,6.446840286254883,0.017874498,0.0003,-0.032506799153634344
591872,5,101468,289,6.481546696275473,0.2482421875,-21.848984736204148,2880,-0.6706608533859253,0.2,2.168501615524292,1.793809175491333,0.023681557,0.0003,-0.03259754239697941
593920,5,101604,290,11.233248668909074,0.18134765625,-21.883329033851624,2890,-0.2080092430114746,0.2,2.1768012046813965,6.18967342376709,0.017727122,0.0003,-0.030980171202099883
595968,5,101741,291,9.225193659216165,0.21640625,-21.90720291733742,2900,-0.9761985540390015,0.2,2.179312229156494,4.147700309753418,0.023506317,0.0003,-0.034580823258147576
598016,5,101878,292,7.421793510764838,0.252783203125,-21.9674200296402,2910,-0.506699800491333,0.2,2.198294162750244,2.45275616645813,0.021477897,0.0003,-0.032735178669099696
600064,5,102016,293,7.239262928813696,0.2119140625,-22.029822850227355,2920,-0.9933338165283203,0.2,2.205881357192993,1.0048030614852905,0.02064129,0.0003,-0.03037968721764628
602112,5,102154,294,16.712594189494848,0.219775390625,-22.067266881465912,2930,-2.292172431945801,0.2,2.2153191566467285,3.1212427616119385,0.020929126,0.0003,-0.031429347740049705
604160,5,102292,295,11.731135196983814,0.2177734375,-22.122701591253282,2940,-0.21867835521697998,0.2,2.2282299995422363,3.829775094985962,0.020333128,0.0003,-0.03411482288938714
606208,5,102431,296,7.877364657074213,0.250634765625,-22.14037341475487,2950,-1.6461200714111328,0.2,2.2275032997131348,3.8654398918151855,0.02581843,0.0003,-0.0315018913912354
608256,5,102571,297,6.294804009795189,0.256591796875,-22.19798852801323,2960,-0.24078905582427979,0.2,2.247072696685791,1.0935612916946411,0.023544792,0.0003,-0.03775255923974328
610304,5,102712,298,19.059178437292577,0.19638671875,-22.24033499956131,2970,-0.33063018321990967,0.2,2.25288987159729,8.609697341918945,0.018800816,0.0003,-0.03618397976097185
612352,5,102853,299,7.926296149194241,0.218359375,-22.27405008673668,2980,-0.9287946224212646,0.2,2.2628536224365234,6.733858108520508,0.022377474,0.0003,-0.0325844595732633
614400,5,102995,300,8.948774434626102,0.2095703125,-22.288798993825914,2990,-0.33889734745025635,0.2,2.260704278945923,7.087348937988281,0.023580262,0.0003,-0.03424311920098262
616448,5,103138,301,13.180414426326752,0.18212890625,-22.305469870567322,3000,-0.16448712348937988,0.2,2.2684106826782227,5.779411315917969,0.018325191,0.0003,-0.03214561109634815
618496,5,103280,302,9.38029729872942,0.2453125,-22.31500979065895,3010,-0.40611088275909424,0.2,2.2679100036621094,4.332183837890625,0.024041656,0.0003,-0.03849984867265448
620544,5,103424,303,9.979187772423028,0.21171875,-22.332103461027145,3020,-0.17390859127044678,0.2,2.2712619304656982,4.850009441375732,0.02020768,0.0003,-0.034253499118494804
622592,6,103568,304,8.048689204454423,0.22216796875,-22.360509717464446,3030,-0.8227684497833252,0.2,2.2835280895233154,2.424901008605957,0.027386658,0.0003,-0.03480339166126214
624640,6,103712,305,8.18109445720911,0.2142578125,-22.415058308839797,3040,-2.1849162578582764,0.2,2.291696071624756,2.116901159286499,0.024235867,0.0003,-0.027508535958622814
626688,6,103857,306,7.535164153575897,0.206103515625,-22.43857643008232,3050,-0.5068975687026978,0.2,2.2983388900756836,2.7656354904174805,0.020689406,0.0003,-0.03297356211551232
628736,6,104002,307,11.65701100230217,0.190185546875,-22.468189281225204,3060,-1.0136122703552246,0.2,2.3045854568481445,5.201048374176025,0.02031736,0.0003,-0.032379363395739345
630784,6,104148,308,10.423548331856727,0.217529296875,-22.495301526784896,3070,-0.36909711360931396,0.2,2.3112025260925293,2.901135206222534,0.02180819,0.0003,-0.03317251620610477
632832,6,104295,309,8.45754966661334,0.233642578125,-22.534376019239424,3080,-0.4993433952331543,0.2,2.320780038833618,3.212146759033203,0.02708229,0.0003,-0.03419037159183062
634880,6,104442,310,5.6763957343995575,0.25009765625,-22.584403491020204,3090,-0.5086092948913574,0.2,2.3296523094177246,3.3476967811584473,0.023338573,0.0003,-0.032375750999199225
